CASE;SERIAL;QUESTNNR;MODE;STARTED;TIME;DAYS;EE02;DD02_01;DD03;DD04_01;DD05;DD05_12;DD06_01;DD06_02;DD07;DD09;DD11;DD10_01;DD10_02;DD10_03;DD10_04;DD10_05;DD10_06;DD10_07;DD10_08;LP02_01;LP03_01;LP03_02;LP05;LP06_01;LP07_01;LP07_02;LP09;LP10_01;LP11_01;LP11_02;LP13;T102_01;T102_02;T102_03;T102_04;T103_01;T103_02;T103_03;T104_01;T104_02;T104_03;T104_04;T105_01;T105_02;T105_03;T106_01;T106_02;T106_03;T107_01;T107_02;T107_03;T107_04;T107_05;T107_06;T107_07;T108_01;T108_02;T108_03;T108_04;T108_05;T108_06;T108_07;T108_08;T108_09;T202_01;T202_02;T202_03;T202_04;T203_01;T203_02;T203_03;T204_01;T204_02;T204_03;T204_04;T205_01;T205_02;T205_03;T206_01;T206_02;T206_03;T207_01;T207_02;T207_03;T207_04;T207_05;T207_06;T207_07;T208_01;T208_02;T208_03;T208_04;T208_05;T208_06;T208_07;T208_08;T208_09;KO01;EM02;EM03;EM04;EV02_01;EV02_02;EV02_03;EV02_04;EV02_05;EV02_06;EV03_01;EV04_01;EV04_02;EV04_03;EV04_04;EV04_05;FA02_01;FA02_02;FA02_03;FA02_04;FA02_05;FA02_06;FA02_07;FA02_08;FA02_09;FA02_10;FA02_11;FA02_12;FA02_13;FA02_14;FA02_15;FA02_16;FA02_17;FA02_18;FA02_19;FA02_20;FA02_21;FA02_22;FA02_23;FA02_24;FA02_25;FA02_26;FA02_27;FA02_28;FA02_29;FA02_30;FA02_31;FA02_32;FA02_33;FA02_34;FA02_35;FA02_36;FA02_37;PT02;PT03_01;PT04;PT05_01;PT06;PT07_01;LZ02_01;LZ03_01;LZ04_01;ZE02_01;ZE03_01;PL01_01;PL02_01;SM02_01;SM02_02;SM02_03;SE01_03;TE_Bel_1;TE_Bel_2;TE_Bel_3;TE_Bel_4;TE_Bel_5;TE_Bel_6;TE03_01;TE04_01;TE05_01;TE06_01;TE07_01;TE08_01;TE09_01;TE10_01;TE11_01;TE12_01;TE13_01;TE14_01;TE15_01;TE16;TE17_01;AI01_pts;AI01_rgs;AI01_01;AI02_01;AI06_01;AI12_01;AV02_01;AV02_02;AV02_03;AV02_04;AV02_05;AV03_01;AV03_02;AV03_03;AV03_04;AV03_05;AV04_01;AV04_02;AV04_03;AV05_01;AV05_02;AV05_03;AV05_04;AV06_01;AV06_02;AV06_03;AV07_01;AV07_02;AV07_03;AV07_04;AV09_01;AV09_02;AV09_03;AV10_01;AV10_02;AV10_03;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
3318;EK319924;TA;interview;21.01.2021 08:54;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;weitere Ausarbetung prüfungsrelevanter Infos;6;5;2h;1h;1;ich habe heute keinen Zeitplan ;4;4;1;5;3;4;1;3;1;6;1;2h;0h;-1;6;5;5;2;1;1;für morgen habe ich keinen Vorsatz;3;5;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 15;13
3319;SP553518;TA01;interview;21.01.2021 08:55;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Klausur Zusammenfassung weiter
VLs machen";5;5;1h-2h;3h;5;"Vormittags bis Abends viel schaffen
Zsmfassung Gedächtnsi fertig, mit Einführung anfangen
Fragen für Grundbegriffe überlegen
";5;4;3;5;4;3;3;4;1;1;4;1h;2h;4;2;4;5;4;3;4;Klausur zsmfassung weiter;3;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;0.92;10
3320;AP844344;TA;interview;21.01.2021 08:56;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"9-11 Forschungsmethoden
11-12 Entwicklungspsy
am Nachmittag lernen
18 Uhr Forschungsmethoden";5;6;6h;2h;5;lernen (EW Forschung), Vorlesungwn;4;5;5;3;2;5;1;3;1;4;6;5h;0h;6;6;5;5;4;6;5;Vorlesungen und lernen!;4;5;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;01. Jun;6
3321;FY246884;TA01;interview;21.01.2021 08:57;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;alles schaffen;5;6;6h;4h;6;#NAME?;4;3;6;5;5;5;2;4;1;2;6;4h;3h 30min;6;1;6;5;5;6;6;weiter machen wie bisher;6;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 33;23
3322;AZ588774;TA01;interview;21.01.2021 08:57;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Vorlesung Forschungsmethoden, Zusammenfassungen durchlesen ;5;5;2h 30min;4h;4;Vorlesung von erziehungswissenschaftlichen Forschungsmethoden, Seminar Entwicklungspsychologie, Zusammenfassungen durchlesen ;4;3;5;3;5;3;1;1;1;1;4;3h;4h;3;4;5;4;3;2;4;konzentrierter arbeiten;4;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 47;29
3323;XG496891;TA01;interview;21.01.2021 09:00;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-Bauer Fragerunde
-2 VRLs
-Spanisch vok
-";6;6;45min;5h;4;;4;4;5;6;6;2;1;5;1;1;1;45min;4h;1;6;1;1;1;3;1;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;9;7;Jan 38;56
3324;ME862665;TA01;interview;21.01.2021 09:00;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lernen;6;2;1h;6h;5;9.00-10.30 Vorlesungen, lernen Statistik bis 12.00, Lüders lernen bis 15.00, Pause, ab 17:00 Allgemeinpsycho lernen;5;5;1;6;3;2;1;2;1;1;4;2h;5h;4;2;3;4;4;4;6;8:00 Uhr aufstehen;5;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;1;Jan 39;34
3325;PA298545;TA;interview;21.01.2021 09:03;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Intensives Wiederholen und ausarbeiten neuer Lerninhalte;4;4;0 min ;7 h;4;"3h 30 min - wiederholen

3h 30 min - ausarbeiten der Forschungsmethoden Vorlesungen

(evtl. Austausch und Abfragen mit einer Kommilitonin 

";4;4;6;4;4;1;1;2;1;1;4;0 min;5 h;3;4;3;4;3;4;4;Schreiben von Zusammenfassungen;5;4;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.82;2
3326;FL569837;TA01;interview;21.01.2021 09:03;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;240 min;6;3;0;240;3;weiter;6;6;1;6;3;1;1;3;1;2;-1;0;240;5;1;6;4;4;6;6;Vormittag nutzen;6;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 51;27
3327;TB885956;TA;interview;21.01.2021 09:03;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Zusammenfassen und lernen ;5;5;0h;5h;5;Nichts konkretes ;5;6;4;5;4;1;1;2;1;5;4;0h;3h;3;2;5;5;4;4;3;das von heute Fortsetzen ;4;3;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;01. Mai;28
3328;VR815563;TA;interview;21.01.2021 09:04;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"( gestern Abend habe ich leider vergessen den Lernplaner auszufüllen)
- alle Vorlesungen anhören
- Forschungsmethoden- Test machen";4;5;1h 30min;6h;5;"- Allgemeine Vorlesung
- Staatsorga Vorlesung
(- SoWi Tutorium)
-Forschungsmethoden Vorlesung + Test";4;3;5;4;6;4;1;1;2;2;4;45 min;6h;5;2;5;5;5;4;-1;meine Hausarbeit weiterschreiben;5;5;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.85;3
3329;UX157641;TA01;interview;21.01.2021 09:05;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;statistik lernen und wiederholen (ca. 2 Lesungen);6;3;1h;3h;6;"Morgens: 1. Lesung
Vormittags: 2. Lesung
Nachmittags: Lernzettel erstellen
Abends: Lernen";5;5;1;6;4;2;1;1;1;1;6;1h;4h;6;1;5;4;6;1;6;Konzentriert und motiviert bleiben;6;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;1;01. Aug;55
3330;EP831244;TA01;interview;21.01.2021 09:08;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Vorlesung Psychologie
Seminarr Aspekte des Lehrers und lernens
2 stunden Lernen";5;4;1h;2,5h;4;"Workout,
Einkaufen
Evtl. Spazieren gehen ";3;3;6;4;5;2;1;2;1;1;6;2h;5h;6;1;5;5;5;4;5;"Forschungmethoden Karteikarten
Forschungsmethoden, Vorlesungen alle einmal durchlesen
Wenn nicht mehr gemacht, dann entwicklungspsychologie zusenden durchlesen
Forschungsmethoden lernen
Fragen zu entwicklungspsychologie aufschreiben";5;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;01. Mrz;20
3331;VN755488;TA;interview;21.01.2021 09:13;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzentriert in den Vorlesungen/ Seminaren sein und evtl. ein bisschen lernen;4;5;4h 30min;30min;5;"10 Uhr: Allgemeinpsychologie
12 Uhr: Tutorium Statistik
16 Uhr: 30min lernen
18 Uhr: Forschungsmethoden";3;5;4;5;2;4;1;1;2;3;5;4h 30min;30min;5;1;5;5;5;5;5;An der Choreografie Für Gymnastik/Tanz arbeiten und lernen;6;5;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.97;7
3332;NM384333;TA01;interview;21.01.2021 09:16;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;5;4;0;6;1;;3;4;5;5;5;1;1;1;2;1;4;0;6;-1;4;4;4;3;4;3;#NAME?;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;3;Jan 36;24
3333;HA634253;TA;interview;21.01.2021 09:16;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Forschungsmethoden Vorlesung angucken und nacharbeiten
Lernkarten für FM anfertigen
Lernkarten lernen";5;4;0h;5h;4;Mein Zeitplan heute beginnt mit einer Vorlesung, da ich diese sonst gerne aufschiebe und so noch Motivation habe. Ich habe mir viele kleinere Pausen in meinen Zeitplan eingebaut und das Lernen für die Klausuren eher ans Ende des Tages gesetzt.;5;5;3;5;6;1;1;2;1;3;4;0h;5h;5;4;4;4;4;4;5;;4;4;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;3;3;Jan 18;18
3334;AS223792;TA01;interview;21.01.2021 09:18;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Vorlesungen und Seminare anhören
Lernen";5;4;4h;2h;3;"8-11 EW Forschungsmethoden 
11-12 Seminar Entwicklungspsychologie 
12 - 14 Mittag und Tutorium EW Forschungsmethoden 
Danach lerne";2;2;6;4;5;5;1;4;1;2;5;4h;1h;4;6;3;4;3;3;4;"Vorlesung und Tutorium anhören 
Lernen ";4;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 19;18
3335;XA855886;TA;interview;21.01.2021 09:19;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Karteikarten;6;6;1h;4h;4;"25-5
1,5 lernen";5;6;2;6;5;3;1;1;1;1;6;1h;4h;3;1;6;6;6;5;-1;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;3;3;0.99;10
3336;RW164757;TA01;interview;21.01.2021 09:23;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ich werde an einer Fragestunde für eine Vorlesung teilnehmen und im Anschluss zwei Vorlesungen ausarbeiten und eine weitere ergänzen.;6;4;45min;3h;2;Um 9 Uhr morgens nehme ich an einer Fragestunde für eine Vorlesung teil. Im Anschluss werde ich diese asynchrone Vorlesung und eine weitere ausarbeiten. Ich werde eine Stunde Pause machen und danach, gegen 12 Uhr, werde ich eine weitere prüfungsrelevante Vorlesung ergänzen. Das dauert ungefähr 2h. Wenn ich danach noch genügend Motivation habe, werde ich noch damit anfangen eine Vorlesung für morgen bearbeiten. Mein Studientag wird also gegen 14 Uhr vorbei sein, spätestens 16 Uhr.;6;4;3;6;6;3;1;2;1;1;6;45min;5h;5;1;6;6;6;4;6;ich werde die asynchrone Vorlesung für morgen ausarbeiten und zwei weitere prüfungsrelevante Vorlesung ergänzen.;5;6;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 39;26
3337;BA355797;TA;interview;21.01.2021 09:24;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1 Thema Entw. Psy. lernen
Video Seminar schauen 
Seminar
Tutorium ";4;5;2h 30min;45min;4;"9:30 Uhr - Video schauen Seminar
10:15 Uhr - Entw. Psy. lernen
11:00 Uhr - Seminar
12:15 Uhr - Tutorium 
";5;4;4;4;3;4;1;2;1;2;6;2h 45min;50min;6;1;5;5;5;5;6;Vorausscheiende Lernarbeit ;6;6;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.88;9
3338;UX896743;TA01;interview;21.01.2021 09:25;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;5;5;2h;4h;1;-;4;4;1;5;4;1;1;1;1;1;5;2h;2h;-1;1;5;5;5;3;4;#NAME?;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 95;66
3339;SR175276;TA;interview;21.01.2021 09:26;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-3 Vorlesungen
-lernen";4;5;4h 30min;1h 30 min;4;"10.15-11.45: Vorlesung FM
12.15-13.45: Vorlesung Allgemeinpsycho
13.45-15.00: Pause
15.15-17.30: lernen
18.15-19.45: Vorlesung FM ";3;4;5;4;4;4;1;3;2;2;5;3h;1h 30min;5;3;4;4;5;2;5;;5;5;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;3;3;Jan 23;16
3340;CZ836922;TA;interview;21.01.2021 09:27;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-wiederholen, lernen
-seminar
-vorlesung";5;5;3h;5h;5;#NAME?;4;4;5;4;5;4;1;2;4;2;4;3h;4h;4;5;5;5;4;5;3;#NAME?;5;5;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 37;20
3341;FL248294;TA01;interview;21.01.2021 09:30;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;5;5;2h;5h;5;#NAME?;4;4;4;5;5;4;1;4;4;2;6;2h;5h;6;1;6;6;6;1;6;#NAME?;5;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 94;51
3342;PH647245;TA01;interview;21.01.2021 09:36;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Psychologie Vorlesungen, Mikroökonomie, Wiwi;5;5;0h;6h;4;"-9.30 Uhr Allgemeine Psychologie
-11.00 Uhr Wiwi
-12.00 Uhr einkaufen
-13.00 Uhr Mittag
-14.30 Uhr Mikroökonomie
-18.00 Uhr Forschungsmethoden";5;6;3;5;5;1;1;3;1;1;5;0h;7h;5;1;5;5;4;5;3;Morgens direkt produktiv sein;5;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;01. Feb;14
3343;YL695788;TA;interview;21.01.2021 09:36;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;6;6;1 h 0min;5h 0min;6;"- es gibt viel zu erledigen und ich bin motiviert viel zu schaffen
- in den Vorlesungen dranzubleiben und auch weiter für die Prüfungen zu lernen um am Ende vor den Prüfungen nicht so viel Stress und Druck zu haben
- Hausarbeit weiter bearbeiten, sodass diese bis spätenstens Sonntag fertig wird";6;6;1;6;5;2;1;1;1;1;6;1 h 0 min;4 h 40 min;5;1;6;6;6;6;6;#NAME?;5;5;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.84;6
3344;YM644361;TA01;interview;21.01.2021 09:40;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;5;5;4h 30min;4h;3;"-4h 30min Vorlesungen
- 4h lernen Forschungsmethoden";2;2;6;5;6;5;1;1;1;1;5;2h 15min;ca.6h;5;2;5;5;4;3;-1;;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;3;3;0.87;6
3345;LF961829;TA01;interview;21.01.2021 09:40;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"- 2 Vorlesungsinhalte lernen
-eine Vorlesung anschauen";5;3;0h;5h;1;ich habe heute keinen Zeitplan;4;4;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;5;0;0;Jan 16;10
3346;BG864843;TA;interview;21.01.2021 09:44;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#NAME?;6;5;1h;2h;4;"- Seminar bearbeiten
- Pause einlegen -> Sport machen, einkaufen gehen
- Vorlesung durcharbeiten";2;2;6;4;2;2;1;1;1;1;2;1h;0h;2;5;2;2;2;2;2;"LLTP Vorlesung durcharbeiten
Kowi Aufgabe weiter bearbeiten";2;3;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;Jan 18;13
3347;FX545495;TA;interview;21.01.2021 09:49;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;alle meine Vorlesungen und Seminare erfolgreich bearbeiten und Notizen machen. Forschungsmethoden üben für die Klausur;6;4;kein präsenz alles asynchron bzw synchron;5-6h;6;Heute Morgen mein Seminar Kinderliteratur erledigen. Danach Wiederholung Forschungsmethoden Klausur bzw. Leuthold eine Vorlesung anschauen. Etwas essen ggf. Spazieren gehen. Danach Fragerunde Leuthold und danach die Vorlesung Forschungsmethoden bearbeiten;1;1;5;5;5;4;1;1;1;1;5;/;5h30 min;5;1;6;6;5;5;5;nicht den Kopf hängen lassen, weiter so;5;4;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19;19;0;0;0.79;0
3348;PK111235;TA01;interview;21.01.2021 09:51;LP_T11;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hausarbeit ;3;4;1 h 45 min ;1 h ;4;Hausarbeit ;3;3;3;4;3;2;5;1;1;1;3;1h 30 min;30 min;2;4;2;2;2;3;2;"sowi
Hausarbeit";2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16;16;0;0;Jan 69;48
