CASE;SERIAL;QUESTNNR;MODE;STARTED;LZ02_01;LZ03_01;LZ04_01;ZE02_01;ZE03_01;PL01_01;PL02_01;SM02_01;SM02_02;SM02_03;SE01_03;TE_Bel_1;TE_Bel_2;TE_Bel_3;TE_Bel_4;TE_Bel_5;TE_Bel_6;TE03_01;TE04_01;TE05_01;TE06_01;TE07_01;TE08_01;TE09_01;TE10_01;TE11_01;TE12_01;TE13_01;TE14_01;TE15_01;TE16;ZG01_CP;ZG01;ZG02_CP;ZG02;ZG03_CP;ZG03;ZG04_CP;ZG04;ZG05_CP;ZG05;AI01_pts;AI01_rgs;AI01_01;AI02_01;AI06_01;AI12_01;TIME001;TIME002;TIME003;TIME004;TIME005;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME012;TIME013;TIME015;TIME016;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
6407;RV452633;TA02;interview;08.02.2021 10:55;"Text bearbeiten Seminar
Lernen für Entw.Psych.";5;2;1h 30min;4h;3;"10-12 Uhr Text bearbeiten 
13-15 Uhr lernen";2;2;4;3;2;2;1;2;3;2;-1;1h 30min;3h;2;5;2;2;1;1;-1;;2;1;1;656;4;604;5;568;4;543;6;276;6;;;;;;;1;32;52;4;4;39645;2;12;14;13;12;3;226;;1;376;08.02.2021 06:00;08.02.2021 22:02;1;0;16;16;3;3;Jan 52;34
6409;SP553518;TA02;interview;08.02.2021 10:58;"GB Text 
Fm eine VL 
EW lernen ";5;5;0;2h-3h;4;Ab 17h versuchen viel zu schaffen ;3;3;5;5;3;1;4;2;2;1;4;0;1h30;2;4;4;4;4;2;3;"Weit kommen
gut lernen";3;3;1;656;7;604;2;574;4;547;5;279;2;;;;;;Ausersehen Safari benutzt, ging technische nicht;3;22;36;7;2;46687;6;17;12;17;30;2;8;25;2;189;08.02.2021 06:00;08.02.2021 23:59;1;0;16;16;0;0;Jan 25;45
6411;UX896743;TA02;interview;08.02.2021 11:02;-;6;1;2h;0h;1;-;1;1;1;6;1;4;1;1;1;1;-1;2h;0h;-1;1;5;4;5;2;-1;#NAME?;1;1;1;656;3;604;5;560;7;533;1;274;5;;;;;;;5;13;19;9;5;30869;66;13;10;12;20;2;154;;2;268;08.02.2021 06:00;08.02.2021 19:42;1;0;16;16;0;0;Jan 22;17
6414;PQ466859;TA02;interview;08.02.2021 11:07;Lernen;6;5;0h;3h;1;Keinen Zeitplan ;5;3;5;6;4;1;1;2;1;2;5;0h;2h;-1;2;5;5;5;5;-1;Konzentrierter sein;2;2;1;656;1;605;6;555;5;530;3;269;3;;;;;;;53;10;16;5;1;20560;2;9;11;8;34;1;130;;2;233;08.02.2021 06:00;08.02.2021 16:54;1;0;16;16;0;0;Jan 74;44
6415;VB488197;TA02;interview;08.02.2021 11:08;Statistik lernen;6;5;4h;6h;5;"Morgens Statstik 
Mittag Präsenz Unterricht - Nachmittags
Abends Stastik eventuell";5;5;5;5;6;5;3;2;1;3;5;3 1/2;6h;4;2;5;5;5;2;5;Klausur lernen;5;3;1;656;3;605;6;554;5;530;7;269;1;;;;;;;7;17;46;11;3;17913;2;15;20;14;42;3;150;;2;332;08.02.2021 06:00;08.02.2021 16:12;1;0;16;16;0;0;01. Jun;9
6421;RH615392;TA02;interview;08.02.2021 11:23;Klausur;6;6;2h;3h;4;Klausur;3;2;6;6;5;3;1;2;1;1;6;2h;2h;-1;1;6;6;6;4;5;vorstellungsgespäch + klausur;1;1;1;658;1;606;7;562;5;535;4;274;1;;;;;;;4;9;31;7;5;31264;6;21;16;19;47;1;540;;;300;08.02.2021 06:00;08.02.2021 20:16;0;0;13;13;0;0;Jan 13;16
6422;NK144173;TA02;interview;08.02.2021 11:25;Ich werde für meine Klausuren lernen.;5;5;0h;6h;5;Ich werde für meine Klausuren lernen.;5;5;6;5;5;1;1;2;2;3;5;0h;5h;5;2;5;5;5;5;5;Ich werde die Statistik Klausur schreiben und nachdem ich arbeiten war, für meine weiteren Klausuren lernen.;5;5;1;658;4;606;2;566;1;541;7;276;2;;;;;;;3;16;26;7;4;36871;3;9;13;17;43;2;105;;1;249;08.02.2021 06:00;08.02.2021 21:44;1;0;16;16;0;0;Jan 33;17
6423;PN821564;TA02;interview;08.02.2021 11:26;Meine Ziele: Statistik lernen, Allgemeine lernen;5;3;0;3h;4;ab 15 Uhr;4;2;4;4;3;1;2;2;2;1;5;o;2h30min;4;3;5;4;4;3;-1;/;5;5;1;658;5;607;1;558;2;533;7;274;2;;;;;;;5;43;17;5;3;26756;3;12;12;12;14;3;5;8;2;144;08.02.2021 06:00;08.02.2021 18:55;1;0;16;16;3;1;Jan 46;54
6426;SE522452;TA02;interview;08.02.2021 11:37;Lernen;6;4;0;4:00 h;5;Lernen ;5;4;5;5;5;1;1;4;1;4;5;0h;03:30;5;2;5;5;4;3;5;Klausur und lernen ;3;2;1;658;1;608;3;563;2;535;4;274;6;;;;;;;3;7;11;6;3;31226;3;15;9;12;13;2;35;2;1;122;08.02.2021 06:00;08.02.2021 20:20;1;0;16;16;3;1;Jan 96;61
6428;KZ623294;TA02;interview;08.02.2021 11:46;"Grundbegriffe der Ew und Deskription/Hypothesen wiederholen 
Entwicklung der Selbstkonzepts lernen 
""Wahrheit"" (Forschungsmethoden) lernen";4;5;1h 30 min;6h;5;"Teilnahme Fragerunde und Probeklausur
Probeklausur FM durchführen 
Grundbegriffe der Ew und Deskription/Hypothesen wiederholen 
Entwicklung der Selbstkonzepts lernen 
""Wahrheit"" (Forschungsmethoden) lernen";4;4;6;5;5;3;1;3;1;3;5;1h 30min;5h;4;5;4;5;4;3;5;;4;2;1;659;4;609;4;568;5;543;5;277;7;;;;;;;3;119;54;6;6;38067;2;21;23;26;35;1;102;;1;310;08.02.2021 06:00;08.02.2021 22:27;1;0;16;16;3;3;Jan 14;15
6430;PW785611;TA02;interview;08.02.2021 11:59;"Lernen Grundbegriffe Ew + Einführung Ew
Lernen Forschungsmethoden 
Lernen Allgemeine Psychologie";4;6;0h;5h;4;"Mittagessen
13.30-16.30: KONZENTRIERT lernen
Einkaufen
17.45-19.30: Formelsammlung Statistik weitermachen
Abendessen
20.00-21/22.00: weiterlernen";1;1;6;4;5;1;1;3;2;3;5;0h;4h;5;5;5;5;5;5;4;mehr Flugmodus, mehr lernen;5;4;1;659;2;609;6;568;1;544;3;277;5;;;;;;;4;78;128;7;9;38185;76;17;17;17;30;1;352;;1;442;08.02.2021 06:00;08.02.2021 22:48;1;0;16;16;0;0;0.91;9
6433;XK242279;TA02;interview;08.02.2021 12:11;Lernen und 1 Seminar ;6;4;2;4;5;Erst Seminar dann lernen ;1;1;1;6;6;2;1;2;1;1;6;2;4;6;1;6;6;6;1;6;Lernen ;1;1;1;659;7;609;2;555;3;531;1;270;7;;;;;;;11;13;14;10;3;17287;9;13;10;18;17;2;1;3;1;125;08.02.2021 06:00;08.02.2021 17:01;1;0;16;16;3;1;Jan 62;65
6436;BX289155;TA02;interview;08.02.2021 12:26;Konzentriert Entwicklung lernen!;3;5;1h 30min;3h;3;"12:30 - 13:30 --> Lernen
13:30 - 13:45 --> Pause
13:45 - 15:45 --> lernen";4;2;6;4;5;2;1;2;1;1;6;1h 30min;5h;4;2;4;4;5;1;6;So produktiv sein wie heute.;3;2;1;660;7;609;2;555;7;533;2;272;4;;;;;;;4;25;86;7;6;19208;4;30;20;30;44;1;127;;3;387;08.02.2021 06:00;08.02.2021 17:52;1;0;16;16;0;0;0.92;5
6438;MG848757;TA02;interview;08.02.2021 12:35;Lernen ;6;5;0h;5h;1;Keinen;6;5;4;5;2;1;1;5;2;2;3;0h;1h;-1;4;3;4;2;4;2;Lernen;2;4;1;661;3;609;4;560;6;533;7;274;4;;;;;;;8;8;12;5;3;25117;11;14;10;15;27;2;150;;2;260;08.02.2021 06:00;08.02.2021 19:38;1;0;16;16;0;0;Jan 38;28
6440;LP893358;TA02;interview;08.02.2021 12:39;"Letzte Forschungsmethodenvorlesung beenden, Karteikarten Entwicklungspsychologie durchgehen

Es tut mir sehr leid, es gab am Freitag einen Notfall in meiner Familie und ich musste zu meinen Eltern fahren, die keinen Computer/Laptop haben, wegen dem Schnee bin ich erst heute Nacht zurückgekommen.";4;5;1h 30min;4h;3;Erst Forschungsmeth beenden, dann Entwicklungspsych durchgehen;3;3;4;4;6;3;4;1;1;1;5;1h 30min;4h;6;4;4;6;5;2;-1;Entwicklungspsychologie bis Vorlesung 8 durchgehen, konzentriert bei der Statistik Klausur sein;2;1;1;661;2;609;1;559;6;533;6;274;5;;;;;;;2;150;46;10;4;23156;3;14;19;13;60;2;599;;5;339;08.02.2021 06:00;08.02.2021 19:20;1;0;16;16;0;0;0.9;7
6442;XB482288;TA02;interview;08.02.2021 12:45;Lernen;6;6;1h 30 min;4h;6;"4 Stoffeinheiten lernen
Seminar ";6;5;2;5;6;3;1;1;1;1;6;1h 30 min;4h;6;1;4;6;6;3;6;Lernen;1;1;1;661;2;609;6;566;7;540;4;276;1;;;;;;;3;7;29;9;2;31728;4;16;12;17;16;2;128;;2;247;08.02.2021 06:00;08.02.2021 21:38;1;0;16;16;0;0;01. Apr;26
6444;FT477874;TA02;interview;08.02.2021 12:53;Statistik lernen ... extrem, für morgen;5;5;2h;so viel wie möglich;5;Ich habe keinen Zeitplan ,morgen ist die Statistik Prüfung und dafür lerne ich ;4;2;5;4;3;3;1;2;2;1;4;2h;3h;-1;2;4;3;4;2;4;Lernen für Forschungsmethoden;3;3;1;661;5;609;4;573;6;546;1;279;1;;;;;;;2;22;70;12;3;38230;3;20;21;14;35;2;301;;2;340;08.02.2021 06:00;08.02.2021 23:38;1;0;16;16;0;0;01. Apr;9
6445;PZ846199;TA02;interview;08.02.2021 13:31;WiseFlow Probeklausuren absolvieren.;6;2;2h;4h;6;Ich werde mich im frühen Nachmittag um die Probeklausuren kümmern.;5;4;4;6;4;1;3;5;1;5;-1;2h;3h;6;2;5;5;3;5;6;während der klausur konzentrieren.;5;6;1;661;6;609;7;566;6;538;3;275;6;;;;;;;99;29;55;11;4;26915;9;13;9;24;53;1;137;;3;352;08.02.2021 06:00;08.02.2021 21:07;1;0;16;16;0;0;0.93;8
6446;XY662821;TA02;interview;08.02.2021 13:37;An Online-Seminar teilnehmen und mitarbeiten.;6;3;1h 30min;30min;3;Keinen Zeitplan.;2;2;6;5;2;5;1;2;1;2;6;1h 15min;30min;-1;2;2;4;3;2;4;An Vorlesung und Prüfung konzentriert teilnehmen.;3;3;1;661;2;609;3;555;4;533;4;272;3;;;;;;;47;137;54;15;11;13895;3;21;15;19;37;3;135;;6;342;08.02.2021 06:00;08.02.2021 17:37;1;0;16;16;0;0;0.69;2
6450;AS223792;TA02;interview;08.02.2021 13:49;Lernen;4;5;0;2h;3;Nachmittags lernen;3;2;6;3;4;1;1;2;3;2;3;0h;2h;-1;5;5;5;4;1;-1;"Lernen
Prüfung schreiben 
Vorlesung ";4;3;1;662;1;610;7;562;2;535;4;275;6;;;;;;Technische Probleme ;9;17;25;6;3;23228;16;18;13;47;29;2;4;7;3;157;08.02.2021 06:00;08.02.2021 20:20;1;0;16;16;0;0;Jan 16;45
6454;UX157641;TA02;interview;08.02.2021 14:13;Forschungsmethoden lernen (ca. 4 Lesungen);6;3;90min;1h;6;"Nachmittags: 1. Lesung und lernzettel

Abends: Lernen";6;6;1;6;;;;;;;;;;;;;;;;;;;;;664;2;610;2;;;;;;;;;;;;;3;36;34;9;4;;;;;;;;;;;86;08.02.2021 06:00;08.02.2021 14:15;0;0;5;5;0;0;01. Apr;5
6455;VK722412;TA02;interview;08.02.2021 14:23;- Lernen, Vorlesungen nachholen und Mitschrift anfertigen, Statistik anschauen und ein paar Übungsaufgaben lösen;5;6;1h30min;3h;2;- konzentriert arbeiten, Pausen einlegen;3;3;5;5;5;3;1;5;1;2;4;1h30min;3h;-1;2;6;6;5;4;5;#NAME?;2;1;1;664;3;610;6;575;4;547;3;279;4;;;;;;;3;42;32;5;4;37729;4;23;27;18;44;3;159;;11;366;08.02.2021 06:00;09.02.2021 00:58;1;0;16;16;0;0;0.89;4
6458;YC888437;TA02;interview;08.02.2021 14:46;Selbststudium ;5;5;2h;2h;5;Vorlesungen bearbeiten ;4;4;4;5;3;3;1;1;1;4;6;2h;2h;6;1;6;6;6;6;6;Prüfung;2;2;1;664;4;610;4;560;5;533;4;274;1;;;;;;;4;18;18;9;7;17403;2;10;9;7;14;2;35;5;2;142;08.02.2021 06:00;08.02.2021 19:38;1;0;16;16;3;1;Jan 67;38
6459;AW495873;TA02;interview;08.02.2021 14:53;Lernen;4;4;1h30min;4h;1;-;1;1;6;1;;;;;;;;;;;;;;;;;;;;;664;6;610;3;;;;;;;;;;;;;7;8;15;3;5;;;;;;;;;;;38;08.02.2021 06:00;08.02.2021 14:54;0;0;5;5;0;0;Jan 93;60
6460;VC376826;TA02;interview;08.02.2021 14:54;Kontrollfragen Management lernen;5;6;0h;7h;1;/;5;5;6;4;5;1;1;1;1;1;5;0h;6h;-1;5;4;4;4;6;-1;/;2;2;1;664;5;611;1;575;4;548;2;279;2;;;;;;;3;32;17;8;2;39706;6;6;13;12;22;2;21;3;32;149;08.02.2021 06:00;09.02.2021 01:59;1;0;16;16;3;1;Jan 56;45
6461;FE929218;TE02;interview;08.02.2021 20:37;;;;;;;;;;;;3;5;1;3;1;2;3;3h15min;1h15min;3;4;4;4;3;1;-1;;3;3;1;664;7;;;565;2;;;275;7;;;;;;;4;16;22;18;16;3;205;;;3;;;;;;0;08.02.2021 16:00;08.02.2021 20:42;1;0;10;10;5;5;;100
6462;LF961829;TE02;interview;08.02.2021 21:44;;;;;;;;;;;;4;1;1;4;1;3;5;0h;5h;4;1;5;5;5;5;6;"2 VL lernen
Mathe Probeklausur
mit wiseflow auseinandersetzen";2;3;1;665;6;;;566;1;;;276;6;;;;;;;3;13;19;17;96;2;48;;12;3;;;;;;0;08.02.2021 16:01;08.02.2021 21:48;1;0;10;10;5;2;;100
6463;XY216464;TA03;interview;09.02.2021 07:19;#NAME?;6;5;4h;5h;3;#NAME?;5;5;2;5;5;5;1;2;1;1;5;5h;2h;-1;3;5;5;4;5;5;lernen;2;2;1;665;7;611;4;589;4;558;7;285;5;;;;;;;4;78;57;8;3;49858;8;16;15;17;26;2;249;;2;485;09.02.2021 06:00;09.02.2021 21:18;1;0;16;16;3;2;01. Sep;9
6465;NV617537;TA03;interview;09.02.2021 07:35;- Lernen Forschungsmethoden, Management und Allg. Psycho.;5;5;4h;4h;4;"bis 09:30Uhr lernen Forschungsmethoden + Management
10:00Uhr Statistik Klausur

ab 14:00Uhr Allg. Psycho";5;5;5;5;;;;;;;;;;;;;;;;;;;;;666;6;611;5;;;;;;;;;;;;;2;33;84;9;2;;;;;;;;;;;130;09.02.2021 06:00;09.02.2021 07:37;0;0;5;5;0;0;Jan 42;26
6466;UR157297;TA03;interview;09.02.2021 07:40;"Klausur 
Vorlesung";6;6;3h;0h;6;"8.00-10.00: Vorlesung
10.00-12.00: Klausur";4;1;6;1;6;6;1;3;6;5;4;3h;3h;-1;3;6;6;2;3;-1;lernen;2;4;1;666;3;612;1;577;7;552;4;280;2;;;;;4;;6;22;59;11;3;34005;2;22;21;21;20;1;367;;1;556;09.02.2021 06:00;09.02.2021 17:16;1;0;16;16;0;0;Jan 37;24
6467;QT273771;TA03;interview;09.02.2021 07:40;lernen;5;5;4h;4h;5;lernen;2;2;6;4;5;3;1;3;1;1;5;1,5h;4h;5;1;5;5;5;5;5;Baadte fertig;2;2;1;666;3;612;2;585;7;557;1;284;3;;;;;;;2;12;23;8;5;43292;16;18;24;17;20;3;515;;1;664;09.02.2021 06:00;09.02.2021 19:53;1;0;16;16;3;2;Jan 36;24
6468;BC191415;TA03;interview;09.02.2021 07:44;#NAME?;6;5;3h;5;5;"Vormittag: Klausur, Vorlesung
Nachmittag und Abend: EW und Entwp.";5;3;6;6;3;5;1;1;1;1;2;3h;2h;1;6;6;4;2;5;5;Wieder zeitig aufstehen;2;2;1;666;4;612;2;588;4;558;5;285;1;;;;;8;;4;39;50;8;5;47091;5;14;21;20;34;3;248;;2;453;09.02.2021 06:00;09.02.2021 20:56;1;0;16;16;0;0;01. Jan;2
6471;YM644361;TA03;interview;09.02.2021 07:47;"-1 Vorlesung
-1 Prüfung
-eventuell Tutorium
-EW lernen";4;6;4h 30min;7h;5;;1;1;6;5;6;5;1;1;1;1;6;3h;7h 30min;-1;1;5;6;6;1;-1;;1;1;1;666;1;612;1;590;1;559;1;285;3;;;;;;#NAME?;3;44;43;8;6;49229;3;19;18;14;16;2;3;20;1;200;09.02.2021 06:00;09.02.2021 21:30;1;0;16;16;9;8;Jan 36;51
6473;AK891341;TA03;interview;09.02.2021 07:50;entwicklungspsychologie VL4-6 auswendig lernen;2;6;2h;7h;5;"8-10 entwicklungspsychologie
10-12 Klausur Statistik
13-15 entwicklungspsychologie
15:30-17 Arbeiten
17-19 entwicklungspsychologie
19 kochen
21-22 auswendig lernen entwicklungspsychologie";4;2;5;4;6;1;3;1;1;1;3;2 h;5 h;3;3;4;4;2;2;2;sei Konzentriert;4;2;1;666;5;612;2;590;2;561;7;287;1;;;;;21 mal;;4;34;255;13;8;53053;2;23;12;19;29;1;272;;1;673;09.02.2021 06:00;09.02.2021 22:45;1;0;16;16;0;0;Jan 25;20
6475;LB318186;TA03;interview;09.02.2021 07:54;"Lernen
Vorlesungen ";6;6;"4h000
4h00min";4h00min;1;"Vorlesung
Klausur 
Lernen";5;5;6;6;6;6;1;1;1;1;6;3h00min;4h00min;-1;1;5;6;6;1;6;lernen;1;1;1;666;1;612;5;577;3;552;4;279;5;;;;;8;;2;12;34;7;5;32232;2;9;27;10;12;7;1027;;3;417;09.02.2021 06:00;09.02.2021 17:10;1;0;16;16;0;0;01. Mai;33
6476;GK718459;TA03;interview;09.02.2021 07:57;Statistik abschließen, 3-4 Themenkomplexe von Steinbrink lernen;5;6;1h 30min;4h;5;lernen für Statistik, dann Statistik Klausur, dann lernen für Steinbrink;5;4;5;5;4;3;1;2;1;2;4;90min;3h;2;5;3;4;2;1;2;Konzentrieren !!!;2;2;1;666;1;612;6;590;6;561;7;286;7;;;;;12;;12;57;64;11;4;51693;9;19;21;16;41;2;255;;1;512;09.02.2021 06:00;09.02.2021 22:27;1;0;16;16;0;0;0.98;8
6478;BV722553;TA03;interview;09.02.2021 08:02;"Statistik klausur
Forschi V3 
Psy bis V4 Durchlesen und WDH 
EW Lüders durchlesen 
";2;5;2h;3h30min;6;"8 Forschungsmethoden V1-3 durchlesen und raussschreiben
9 Yoga udn Frühstück 
10 Statistik klsusur
12 Pausa
12:30 Psy WDH 
14 raus
15 essen 
16 EW WDH 
18 Forschi wdh ";3;3;3;3;2;1;1;1;1;1;3;0h;2h;2;4;4;3;3;3;-1;Sei nett zu dir. Schau auf die Zeit. Nimm dir ausgewählte Pausen;4;4;1;666;6;614;3;578;7;564;3;280;2;;;;;;;4;108;199;23;5;33318;4;10;14;18;47;3;56528;;4;726;09.02.2021 06:00;10.02.2021 09:07;1;0;16;16;3;2;0.8;4
6480;QF853686;TA03;interview;09.02.2021 08:03;lernen jedes fach 30 min bis 45 min;5;4;0;3;3;--;5;4;4;4;;;;;;;;;;;;;;;;;;;;;666;2;613;7;;;;;;;;;;;;;2;18;11;13;8;;;;;;;;;;;52;09.02.2021 06:00;09.02.2021 08:04;0;0;5;5;0;0;Jan 65;51
6481;XY662821;TA03;interview;09.02.2021 08:03;An Vorlesung und Prüfung teilnehmen.;6;5;1h 30min;1h 30min;4;Vorlesung live anschauen und mitarbeiten. An Prüfung vormittags teilnehmen.;2;2;6;6;4;5;1;2;1;2;6;1h 30min;1h 30min;5;1;5;5;5;3;5;Auf Prüfungen vorbereiten.;4;3;1;666;4;614;1;575;2;549;6;279;5;;;;;7;;3;30;96;6;6;29405;3;15;19;37;36;3;315;;4;573;09.02.2021 06:00;09.02.2021 16:23;1;0;16;16;0;0;0.98;6
6482;DT637117;TA03;interview;09.02.2021 08:03;Folien zu Grundbegriffe der EW und Einführung in die EW wiederholen;6;5;1h 30min;4h 30min;3;Studium;1;1;6;4;4;1;1;1;1;1;6;1h 30min;3h 35min;3;1;5;5;5;1;6;Pausen einlegen;1;1;1;666;7;613;7;591;3;561;6;287;1;;;;;7;;3;29;39;5;5;52746;3;14;60;17;27;3;248;;2;455;09.02.2021 06:00;09.02.2021 22:50;1;0;16;16;0;0;Jan 16;11
6483;FL248294;TA03;interview;09.02.2021 08:04;#NAME?;5;5;4h;4h;5;"- Vorlesung anhören 
- wiederholen 
- Klausur Nr. 1 schreiben ";5;5;1;5;5;5;1;4;1;1;5;4h;4h;5;1;6;6;5;5;5;#NAME?;5;5;1;667;3;614;6;583;7;555;5;283;1;;;;;12;;2;53;37;4;2;37651;4;11;13;19;46;2;256;;1;450;09.02.2021 06:00;09.02.2021 18:39;1;0;16;16;0;0;Jan 47;26
6484;VB488197;TA03;interview;09.02.2021 08:04;Statistik Klasur, sowi lernen;5;2;90 min;5h;5;"Morgens Klausur 
Nachmittags lernen";5;4;4;4;5;3;3;3;1;2;5;90min;5h;5;4;4;3;4;2;5;Forschungsmethodik lernen;4;3;1;667;3;613;3;579;7;557;6;285;2;;;;;15;;3;20;29;8;4;35251;8835;16;17;15;34;3;263;;2;418;09.02.2021 06:00;09.02.2021 20:26;1;0;16;16;0;0;Jan 14;11
6486;PH647245;TA03;interview;09.02.2021 08:09;Klausur schreiben, Allgemeine Psychologie, Probeklausur;6;5;2,5h;6h;4;"-9.00 Uhr Statistik
-10.00 Uhr Klausur
-12.30 Uhr Allgemeine Psychologie
-13.30 Uhr Mittag
-14.30 Uhr Management
-15.30 Uhr Allgemeine Psychologie
-16.00 Uhr Mathe";6;5;4;5;6;4;1;3;1;1;4;2h;6h;3;2;4;4;3;3;2;einen Spaziergang machen;3;4;1;667;1;617;2;594;5;563;3;288;4;;;;;22;;8;27;229;9;5;61629;4;13;36;19;34;3;656;;2;676;09.02.2021 06:00;10.02.2021 01:34;1;0;16;16;0;0;0.88;3
6488;AH561571;TA03;interview;09.02.2021 08:10;"an der Vorlesung teilnehmen
Statistikklausur mitschreiben
lernen";6;6;3h;4h;6;"Vorlesung von 8:15 - 9:45
Klausur 10:15 -  11:45
danach Pause und Lernzettel schreiben und lernen";2;2;6;6;6;4;1;2;3;2;6;3h;5h;6;1;6;6;5;4;6;konzentriert Lernzettel schreiben;3;4;1;667;3;616;2;577;2;552;7;280;5;;;;;15;;3;34;67;8;3;32775;2;13;22;16;37;2;271;;1;479;09.02.2021 06:00;09.02.2021 17:24;1;0;16;16;0;0;Jan 29;16
6489;UX896743;TA03;interview;09.02.2021 08:10;#NAME?;6;6;4h;4h;1;-;6;5;1;6;5;2;1;1;1;1;5;2h;3h;-1;1;5;5;5;1;5;#NAME?;1;1;1;667;6;615;3;584;6;556;1;284;5;;;;;6;;2;10;30;5;2;38205;3;8;12;8;13;1;521;;;615;09.02.2021 06:00;09.02.2021 18:57;0;0;13;13;0;0;02. Jul;57
6491;PK111235;TA03;interview;09.02.2021 08:12;fm und gll;4;5;1h 30 min;5h ;3;s. oben ;2;2;5;3;3;2;1;1;1;1;2;30 min;4h;3;4;2;3;2;2;3;lernen;2;2;1;667;1;617;4;576;7;549;3;279;4;;;;;;;3;29;26;6;4;30449;3;11;15;13;12;3;127;;1;253;09.02.2021 06:00;09.02.2021 16:44;1;0;16;16;3;2;Jan 61;31
6492;XS659581;TA03;interview;09.02.2021 08:13;#NAME?;6;5;1h 30min;6h;5;"-bis 9 30 Uhr FM
-10 bis 12 Uhr Klausur 
-13 bis 14 Uhr FM
-15 bis 16 30 Uhr FM
-16 30 bis 18 30 Uhr Allgemeine ";5;4;6;5;5;6;1;2;2;1;5;1h 30min;5h;4;5;5;5;5;5;5;#NAME?;5;5;1;667;2;618;6;590;6;559;7;285;4;;;;;2;;5;30;99;7;3;47643;3;23;30;17;29;3;358;;2;609;09.02.2021 06:00;09.02.2021 21:38;1;0;16;16;0;0;01. Mrz;7
6493;XG496891;TA03;interview;09.02.2021 08:13;#NAME?;6;6;3h;3h;6;#NAME?;4;4;5;5;3;6;1;4;1;1;1;3h;1h;1;6;1;1;1;1;1;;1;1;1;667;3;617;3;591;5;561;5;287;6;;;;;;;9;23;64;25;4;52764;2;14;12;14;25;2;6;6;2;208;09.02.2021 06:00;09.02.2021 22:56;1;0;16;16;9;7;Jan 34;51
6495;BS791494;TA03;interview;09.02.2021 08:14;"- Statistik Klausur!!
- EW wiederholen
- VL PädEpo";5;6;3h;2-3h;1;-;4;4;4;5;3;5;1;1;4;1;5;2h;2h;-1;2;5;4;4;3;6;Konzentriert zu lernen.;2;2;1;667;4;618;7;584;5;558;7;284;7;;;;;-;;4;30;27;27;8;39576;2;16;16;15;40;2;5098;;3;477;09.02.2021 06:00;09.02.2021 20:42;1;0;16;16;0;0;01. Mai;11
6498;PY333941;TA03;interview;09.02.2021 08:16;"-Elektro 8-10 Uhr
- Statistik Klausur 10-12 Uhr
-lernen, u.a. 16:00Uhr mit Mitstudentin";6;6;4h;4h;4;"-siehe oben
-Sport, Freizeit";5;3;1;5;4;3;1;2;1;1;-1;3h;5h;-1;1;6;6;6;1;-1;Weiter so!;1;1;1;667;3;619;3;580;4;553;5;282;5;;;;;;;9;74;42;222;4;34730;9;15;76;11;14;2;308;;3;576;09.02.2021 06:00;09.02.2021 18:08;1;0;16;16;3;2;0.98;13
6503;YC888437;TA03;interview;09.02.2021 08:23;Prüfung schreiben ;6;6;2h;0h;6;Prüfung ;4;4;4;6;3;2;1;1;1;1;6;2h;2h;6;1;5;5;5;5;6;Lernen ;2;2;1;668;7;620;1;585;3;557;2;285;4;;;;;2;;3;17;21;5;3;42076;2;10;8;6;17;2;194;;2;290;09.02.2021 06:00;09.02.2021 20:09;1;0;16;16;0;0;Jan 87;45
6506;ZT573312;TA03;interview;09.02.2021 08:32;Statistik Klausur schreiben, lernen ;5;6;1h 30min;2h;1;Statistik Klausur schreiben, lernen ;5;4;2;5;4;5;1;4;1;1;5;1h 30min;1h;-1;2;5;5;5;1;6;für die Prüfungen lernen ;1;3;1;670;7;621;7;580;2;553;6;282;3;;;;;;;7;38;33;7;4;34315;3;13;19;10;16;906;3;2;1;159;09.02.2021 06:00;09.02.2021 18:22;1;0;16;16;6;4;Jan 53;62
6508;SP553518;TA03;interview;09.02.2021 08:34;"GB,EW lernen
Statistik Klausur
FM7Psy VL machen";5;5;0;5h;4;"Effektiv lernen 
Vormittag Pause Nachmittag";4;4;4;5;4;1;1;1;3;1;3;0;3h;4;2;4;3;4;3;4;"lernen, effektiv
";3;4;1;671;6;621;3;592;3;561;4;288;1;;;;;5;;8;40;78;6;6;53021;140;15;24;17;33;1;315;;2;549;09.02.2021 06:00;09.02.2021 23:29;1;0;16;16;0;0;01. Apr;11
6509;MG848757;TA03;interview;09.02.2021 08:37;Lernen;6;5;2h;5h;2;"Lernen
Prüfung
Lernen";6;5;4;5;5;3;1;3;1;1;6;1h 30min;5h;6;1;6;6;6;5;6;Weiter so lernen ;5;6;1;671;5;621;1;575;4;562;2;288;4;;;;;5;;3;6;20;5;2;11112;43819;11;20;11;19;3;161;;1;266;09.02.2021 06:00;09.02.2021 23:57;1;0;16;16;0;0;Jan 69;49
