CASE;SERIAL;QUESTNNR;MODE;STARTED;LZ02_01;LZ03_01;LZ04_01;ZE02_01;ZE03_01;PL01_01;PL02_01;SM02_01;SM02_02;SM02_03;SE01_03;TE_Bel_1;TE_Bel_2;TE_Bel_3;TE_Bel_4;TE_Bel_5;TE_Bel_6;TE03_01;TE04_01;TE05_01;TE06_01;TE07_01;TE08_01;TE09_01;TE10_01;TE11_01;TE12_01;TE13_01;TE14_01;TE15_01;TE16;ZG01_CP;ZG01;ZG02_CP;ZG02;ZG03_CP;ZG03;ZG04_CP;ZG04;ZG05_CP;ZG05;AI01_pts;AI01_rgs;AI01_01;AI02_01;AI06_01;AI12_01;TIME001;TIME002;TIME003;TIME004;TIME005;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME012;TIME013;TIME015;TIME016;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
1568;ET745775;TA01;interview;11.01.2021 07:50;"- alle Vorlesungen schaffen, die auf dem Plan stehen
- Karteikarten schreiben 
- für Entwicklungspsychologie diese auswendig lernen (für V 1-4)";5;4;3h;4h;4;#NAME?;5;4;3;5;4;3;1;2;1;1;5;3h;5;5;1;5;4;5;4;-1;Mehr Konzentration und Fokussierung beim Lernen.;4;4;1;7;7;2;7;18;3;;;8;1;;;;;;;15;83;178;17;8;44424;5;28;34;29;53;10;;;;460;11.01.2021 06:00;11.01.2021 20:18;0;0;12;12;0;0;0.72;1
1570;FY246884;TA01;interview;11.01.2021 07:53;"- meine Hausarbeit fertig schreiben (1/3 Seite fehlt noch)
- Vorlesungen mitverfolgen und ausarbeiten
- beginnen zu lernen";5;5;4h;3h 30min;6;"- wenn ich den nicht schaffen sollte -> kein Problem!!! Morgen ist auch noch ein Tag.
- nicht in Stress verfallen, ich schaffe das schon!!!";5;6;4;6;5;4;1;2;1;1;5;3h;3h;5;1;6;6;5;4;6;Morgen ist auch noch ein Tag und was heute nicht geschafft wurde, kann bis morgen warten. Mach dir keinen Stress und setze dich nicht unter Druck!;4;4;1;7;7;2;4;4;4;0;5;2;7;;;;;;;21;94;148;20;7;29671;16;22;57;32;83;92;115;;8;622;11.01.2021 06:00;11.01.2021 16:20;1;0;16;16;0;0;0.61;2
1571;MB259846;TA01;interview;11.01.2021 07:58; ein Thema Erziehungswissenschaften oder Entwicklungspsychologie lernen;5;4;4h;3,5h;6;"Vorlesung Entwicklungspsychologie bearbeiten, 
Fragerunde Entwicklungspsychologie teilnehmen, 
Tutorium Statistik, 
Text für Seminar lesen,
 Lernen";5;4;2;4;3;4;1;3;1;3;5;2h;6h;5;1;6;4;5;4;5;Weiterhin am Ball bleiben, aber nicht so stark in Stress verfallen. Immer Pausen und Auszeiten machen.;4;5;1;7;1;2;6;13;6;6;1;5;3;;;;;;;10;76;162;14;6;37199;8;46;65;38;75;16;161;;4;681;11.01.2021 06:00;11.01.2021 18:30;1;0;16;16;0;0;0.67;0
1578;GK718459;TA01;interview;11.01.2021 08:11;Zwei für heute anstehende Vorlesungen bearbeiten und zwei weitere Vorlesungen nachholen.;5;3;0h 0min;4h 30min;4;Vorlesungen: Forschungsmethoden und Entwicklungspsychologie der Kindheit nachholen, Allgemeine Sonderpädagogik und Entwicklungspsychologie der Kindheit anfangen/bearbeiten.;3;3;1;3;5;1;1;1;1;1;5;0h 0min;5h;6;4;5;5;5;3;-1;mehr konsequent zu arbeiten;4;5;1;9;6;2;4;12;1;6;6;5;5;;;;;;;24;95;263;33;16;34761;26;27;93;58;170;36;1381;;21;859;11.01.2021 06:00;11.01.2021 18:28;1;0;16;16;0;0;0.33;0
1579;YN129325;TA01;interview;11.01.2021 08:12;"- 2 Übungsaufgaben in Einfürhrung in EW bearbeiten
- 2 Übungsaufgaben in Statistik bearbeiten
- Zsammenfassung für die erste Vorlesung Einführung in EW schreiben
- Zusammenfassung Grundlagen EW ausformulieren
- Seminar Kognition besuchen";5;4;1h 30 min;4h;6;"12 -13 Uhr: Zusammenfassung 1 Vorlesung EW 
13.30 - 14.30 Uhr: Übungsaufgaben EW
14.30 - 15.30 Uhr: Übungen Statistik
15.30 - 16 Uhr: Grundlagen EW Dingsbums ausformuliren
16.15 bis 17.45: Seminar Kognition";4;5;3;5;4;2;4;2;1;1;5;1h 30 min;4h;6;1;5;5;4;3;-1;Spanisch HA machen, Statistik zusammenfassen, joggen gehen, EW zusammenfassen;4;5;1;9;6;;;2;7;14;7;11;3;;;;;;;31;12466;282;23;7;;18;45931;35;34;88;18;162;;3;777;11.01.2021 06:00;12.01.2021 00:37;1;0;16;16;0;0;0.51;0
1580;LP893358;TA01;interview;11.01.2021 08:17;die Vorlesung von dieser und nächster Woche in Entwicklungspsychologie durcharbeiten;6;4;3h;6h;4;Ich will die zwei Vorlesungen in Entwicklungspsychologie durcharbeiten und gleich auf Karteikarten notieren. Wenn das nicht allzu lange dauert, will ich noch eine Vorlesung vom Anfang des Semesters auf Karteikarten shcfeiben.;6;3;5;6;6;2;1;1;1;1;5;1h 30min;6h;6;1;5;6;5;3;-1;Vor Pädagogische Hauptepochen duschen gehen, danach direkt Statistik und dann noch eine Vorlesung Entwicklungspsychologie auf Karteikarten;3;1;1;9;2;2;6;21;6;13;5;9;7;;;;;;;18;61;166;13;7;49895;38;43;31;30;112;10;163;;4;664;11.01.2021 06:00;11.01.2021 22:20;1;0;16;16;0;0;0.66;0
1582;AK891341;TA01;interview;11.01.2021 08:24;Alle Vorlesungen gründlich anhören und Lernzettel zu diesen machen;5;4;1 h 30 min;6 h;4;"8:40-12 Entwicklungsspychologie (mit Frühstückspause)
12:30- 14 ESE 
14-16 allgemeine Sonderpädagogik
16:15-17:45 Statistik TUT
danach noch alles, was ich nicht fertig bekommen habe";3;3;5;2;5;1;1;2;3;2;2;1h 30 min;6h;1;4;3;4;2;2;-1;Kozentrierter Arbeiten und weniger auf WhatsApp sein;3;4;1;9;4;2;4;21;3;14;5;10;1;;;;;;;8;60;238;28;7;54315;262;30;35;29;99;10;173;;2;725;11.01.2021 06:00;11.01.2021 23:46;1;0;16;16;0;0;0.7;2
1583;GS366714;TA01;interview;11.01.2021 08:26;"Kindheitspsych. 8-10
Kunstgeschichte 10-12 
1 Seite Hausarbeit 13-14
Kunstgeschichte 14-16 (Währenddessen Malereiauftrag)
Wiederholung 1. Vorlesung Kindheitspsychologie (16-...)";6;5;6;3;6;Siehe erste seite;5;5;5;4;4;4;1;1;1;3;6;5h;1h 30min;5;2;4;5;6;6;6;bis 18 uhr uni;4;5;1;9;7;2;6;8;3;11;5;8;5;;;;;;;28;141;94;20;11;30598;12043;49;78;44;75;498;188;;4;742;11.01.2021 06:00;11.01.2021 20:37;1;0;16;16;0;0;0.48;0
1584;NV617537;TA01;interview;11.01.2021 08:27;#NAME?;6;4;0;5;4;"Vormittags:
- mind. 1 Vorlesung nachholen
- Fortsetzung Lernen
- Sport
Nachmittags:
- restliche Volesungen nachholen 
- Wiederholung der Lerninhalte ";5;5;3;4;5;1;1;4;1;1;2;0;6;2;3;4;3;3;2;5;#NAME?;2;6;1;10;3;2;2;14;5;8;2;6;3;;;;;;;98;116;137;19;6;37386;11;22;18;26;92;11;146;;2;612;11.01.2021 06:00;11.01.2021 19:02;1;0;16;16;0;0;0.79;5
1585;YC888437;TA01;interview;11.01.2021 08:27;Ich will meine heutigen Vorlesungen bearbeiten und auch gleich vertiefen.;6;2;4h;2h;6;Als erstes werde ich die erste Vorlesung bearbeiten und vertiefen. Dann eine kleine Pause machen und zur nächsten Vorlesung kommen. ;6;6;1;6;3;2;1;1;1;1;6;3,5h;2h;6;1;5;6;6;4;5;Vorlesungen bearbeiten ;3;3;1;10;4;2;6;4;4;0;1;3;1;;;;;;;9;57;109;13;6;29294;8;46;36;27;96;12;205;;4;628;11.01.2021 06:00;11.01.2021 16:46;1;0;16;16;0;0;0.74;0
1586;QT273771;TA01;interview;11.01.2021 08:28;"Zusammenfassung ""Einführung in die EW"" weitermachen - 3 Vorlesungen

Statistik nachholen";4;5;0;4;6;"-Vorlesungen Lüders 3-5 anhören und Zusammenfassung vervollständigen
-Statistik nachholen und versuchen selbst beizubringen";5;5;2;5;5;1;1;4;1;1;5;0;3h 30min;3;5;6;4;5;4;5;Früher anfangen.;3;5;1;10;4;3;3;4;1;9;1;8;4;;;;;;;141;659;203;17;15;28792;10265;47;80;46;77;22;171;;4;750;11.01.2021 06:00;11.01.2021 19:44;1;0;16;16;0;0;0.42;0
1587;AW495873;TA01;interview;11.01.2021 08:29;"Vorlesung durcharbeiten:
1x Statistik
1x Entwicklungspsychologie der Kindheit";5;4;1h 30min;3h;1;Zeiten einhalten wegen Besichtigungstermin;2;3;6;2;2;4;1;3;1;2;2;1h;30 min;-1;6;3;2;1;1;1;Seminaraufgabe erledigen ;2;2;1;10;5;2;7;22;5;14;7;11;4;;;;;;;66;133;190;18;7;55292;17;18;36;32;70;13;176;;3;719;11.01.2021 06:00;12.01.2021 00:03;1;0;16;16;0;0;0.65;0
1588;PN821564;TA01;interview;11.01.2021 08:33;#NAME?;5;3;0;3 h;3;ab 11 Uhr Statistik 1h 30 Min, danach 30 min Pause und ab 13 Uhr Vorbereitung für die Klausuren;2;2;6;2;3;1;1;4;6;1;2;0;1h;2;5;4;3;2;2;-1;Ich nehme mir morgen vor, das zu erledigen was ich heute aus krankheitsbedingten Gründen nicht geschafft habe und morgen einen produktiven und lernreichen Tag zu haben. ;2;5;1;10;1;6;2;8;7;3;3;4;1;;;;;;;3102;67;145;14;7;27046;11;18;22;22;108;86;70;10;4;508;11.01.2021 06:00;11.01.2021 17:06;1;0;16;16;3;1;0.86;8
1589;BC191415;TA01;interview;11.01.2021 08:34;"- Vorlesung Entwicklungspsychologie
- Seminar Grundbegriffe der EW 
- 2 Vorlesungen EW Forschung
- Aufgabenblatt EW Forschung";4;4;1h 30min;8h;3;"Vormittags: Seminar und V Entwicklungspsychologie anfangen
Nachmittags- Abends: Rest";4;3;4;2;2;4;1;1;1;1;2;1h 30min;5h 30min;-1;2;4;4;2;4;4;Mir weniger vorzunehmen und effektiver sein;4;5;1;10;6;2;7;19;3;12;7;9;2;;;;;;;13;139;138;13;6;45180;8;46;74;32;69;60;169;;6;717;11.01.2021 06:00;11.01.2021 21:20;1;0;16;16;0;0;0.62;0
1591;BS791494;TA01;interview;11.01.2021 08:37;#NAME?;5;4;2h ;4h;4;"9 Uhr - 11 Uhr: Entwicklungspsych 
11 Uhr: Statistik lesen
12 - 13 Uhr: FoMeth anfangen 
Mittagessen 
14 Uhr: zur Uni fahren und drucken
17 Uhr - 18.30: entweder FoMeth beenden oder mit EW anfangen
Feierabend
";4;3;4;5;4;1;1;1;1;1;5;0h;5h;1;1;3;3;3;6;-1;Den Tag früh genug zu beginnen.;2;4;1;11;1;4;2;8;3;3;7;4;1;;;;;;;12;158;296;16;8;31052;65;19;43;33;52;17;170;;2;832;11.01.2021 06:00;11.01.2021 17:30;1;0;16;16;0;0;0.68;2
1594;PW785611;TA01;interview;11.01.2021 08:46;"an Veranstaltungen teilnehmen + Vorbereitung:
- Tutorium für ""Einführung in die erziehungswissenschaftlichen Forschungsmethoden"" 
- Seminar ""Grundbegriffe der Erziehungswissenschaft"" Textlesen und texterschließende Fragen bearbeiten

Prüfungsvorbereitung:
- aus Vorlesung ""Forschungsmethoden"" Überblick verschaffen, wichtige Begriffe zusammentragen und definieren";5;3;3h;3h;4;"Frühstück + Text für Grundbegriffe lesen
10.15-11.45 : Tutorium Forschungsmethoden
Mittagessen + texterschließende Fragen bearbeiten
14.15-15.45: Seminar Grundbegriffe
Putzen
17.00-19.00: Prüfungsvorbereitung Forschungsmethoden
Einkaufen";5;2;6;3;6;4;5;1;1;2;4;1h 30min;3h;2;5;6;5;4;3;5;Prüfungsvorbereitung durchziehen!;6;6;1;11;2;4;2;16;6;9;7;7;7;;;;;;;19;397;364;21;9;37329;76;60;50;32;47;21;166;;3;532;11.01.2021 06:00;11.01.2021 19:29;1;0;16;16;0;0;0.53;0
1595;UX896743;TA01;interview;11.01.2021 08:50;#NAME?;6;5;4h;4h;4;-;5;5;3;5;4;3;1;1;1;1;4;4h;3h;4;2;4;4;5;2;-1;#NAME?;2;2;1;11;4;4;1;18;2;11;2;9;1;;;;;;Ich habe heute schon eine Achtsamkeitsübung und Meditation gemacht;14;29;78;18;7;42306;8;18;18;29;44;12;58;47;3;383;11.01.2021 06:00;11.01.2021 20:42;1;0;16;16;0;0;01. Jun;13
1596;PK111235;TA01;interview;11.01.2021 08:53;"Statistik nachholen 
StaatsOrgR zusammenfassen 
Fall bearbeiten im ÖffR";4;5;1 h 45 min ;5 h ;3;"Morgens: Uni,   Erledigungen 
Mittags: Uni, Sport
Abends: Entspannen ";4;4;2;3;;;;;;;;;;;;;;;;;;;;;11;3;4;3;;;;;;;;;;;;;23;56;138;15;6;;;;;;;;;;;238;11.01.2021 06:00;11.01.2021 08:57;0;0;5;5;0;0;0.73;0
1598;EP831244;TA01;interview;11.01.2021 08:56;#NAME?;5;6;0;4h30min;4;#NAME?;4;3;5;4;6;1;1;2;2;1;4;0;5h30min;5;1;6;5;4;5;-1;#NAME?;4;2;1;11;1;4;5;14;5;8;2;7;5;;;;;;Ich fühle mich heute nicht gut und mir fällt es schwer runterzufahren. Ich bin die ganze Zeit unter Strom und möchte noch was für die Uni machen, mache jetzt aber den Lernplaner damit ich ihn später nicht vergesse.;8;78;121;24;10;35853;16;38;56;39;183;6;15;101;4;475;11.01.2021 06:00;11.01.2021 19:05;1;0;16;16;0;0;0.72;36
1605;BV722553;TA01;interview;11.01.2021 09:12;" Vorlesungen anschauen, danach wiederholen. 
Text vom Grundbegriffe Seminar lesen
Aufgaben und Text vom Entwicklungspsy. Seminar
beginnen mit zusammenfassen von Entwicklungspsy.  Vorlesunegn
";4;4;4h ;2h;2;Ich mache erst alle Vorlesungen und Seminare von heute, dann beginne ich mit den anderen Sachen. Erst die Aufgaben vom Seminar!;5;5;3;4;4;4;1;1;1;1;5;4h;2h;5;2;4;3;5;1;-1;Morgens mehr schaffe, dann kannst du Nachmittags entspannen. Weniger Häkeln während der Vorlesungen;5;6;1;11;4;5;2;14;6;8;5;6;6;;;;;;;56;155;187;28;11;34718;17;20;35;34;101;37;903;;8;770;11.01.2021 06:00;11.01.2021 19:17;1;0;16;16;0;0;0.46;0
1606;UR157297;TA01;interview;11.01.2021 09:12;"Vorlesungen & Seminare besuchen
Lernkarten durchgehen
Mitschriften für Vorlesungen nachholen";6;4;3h;3h;6;"8.00 - 10.00: Lernplaner und Texte für Seminare
12.00 - 14.00: Seminar
14.00 - 16.00: Seminar
17.00-19.00: Mitschriften nachholen & Aufgaben für Tutorium
19.30: evt. Videotelefonie mit Kommilitoninnen zum Austausch über Vorlesung & Lernen ";5;3;6;4;6;3;1;3;1;4;3;3h;4h;3;3;6;5;3;3;-1;Ich will mich nicht zu sehr unter Druck setzen, weil ich doch einiges von dem schaffe, was ich mir vornehme. Und wenn ich dann für eine Aufgabe länger brauche als geplant, ist es in Ordnung diese Zeit an anderer Stelle zu kürzen.;3;3;1;11;6;5;1;17;5;9;3;8;7;;;;;;;18;72;443;33;9;38614;8;29;68;36;177;22;169;;3;597;11.01.2021 06:00;11.01.2021 20:14;1;0;16;16;0;0;0.57;0
1608;XS659581;TA01;interview;11.01.2021 09:17;"-Hausarbeit fertig schreiben
-Hausaufgaben anfertigen
-anfangen für die Klausur ""Hochmittelalter"" zu lernen";5;5;3h;90min;3;"-erst Abstract für das Seminar
-Mittagspause (45min)
-Hausarbeit fertig
-ab 14:15 Uhr Online Meetings
-18-18:30 Uhr Pause
-19:30 Uhr Puffer für unerledigte Aufgaben
-bis 20:30 Uhr Pause, dann 60min lernen, dann Schluss für heute";3;3;5;6;6;5;1;1;1;1;4;3h;1h30;3;6;6;2;2;6;2;"-für Klausuren lernen
-Statistik VL nachholen und AB ausfüllen
-Dinge, die heute liegengeblieben sind, erledigen";3;5;1;12;3;5;7;3;4;4;3;5;7;;;;;;;15;110;271;19;13;24232;6399;21;59;21;85;27;186;;5;838;11.01.2021 06:00;11.01.2021 18:01;1;0;16;16;0;0;0.55;1
1610;XG496891;TA01;interview;11.01.2021 09:20;"-Vorlesung ""Einführung in die Erziehungswissenschaften"" zu Ende schauen
-Spanischseminar
-Text für Kognition lesen
Kognitionseminar
-30 Minuten Spanisch vokabeln";6;3;3h;3h;1;;4;4;2;6;4;2;1;3;1;1;6;3h;2h 30 min;6;2;2;5;6;4;6;"2 Vorlesungen
1 Seminar
Statistik AB
Wilkens Fragen auf Karteikarten";1;3;1;12;6;;;2;1;;;9;6;;;;;;;2854;3233;117;17;9;;16;31;43912;57;95;17;185;;;634;11.01.2021 06:00;11.01.2021 23:19;0;0;12;13;3;3;0.44;0
1611;DA181897;TA01;interview;11.01.2021 09:21;"1 Vorlesung Entwicklungspsychologie nachholen 9.30-12
1 VL Entwicklungspsychologie bearbeiten 13-15
AB Statistik Tutorium bearbeiten 15.30-16.15
Tutorium Statistik 16-18 Uhr";3;3;1h 30min;5h 30min;5;"1 Vorlesung Entwicklungspsychologie nachholen 9.30-12
1 VL Entwicklungspsychologie bearbeiten 13-15
AB Statistik Tutorium bearbeiten 15.30-16.15
Tutorium Statistik 16-18 Uhr";3;3;5;3;5;2;5;2;1;5;3;1h 30min;3h 30min;3;1;5;5;2;4;-1;realistischer planen;5;4;1;12;1;5;3;20;4;13;5;9;3;;;;;;;44;190;148;25;7;44529;3;31;140;46;83;12;1830;;3;751;11.01.2021 06:00;11.01.2021 22:26;1;0;16;16;0;0;0.6;4
1613;AZ588774;TA01;interview;11.01.2021 09:23;"Zusammenfassen der Vorlesung Entwicklungspsychologie 
Text für Erziehungswissenschaften lesen ";5;4;3h;3-4h;4;als erstes Vorlesungen und Tutorium anhören, dann Entwicklungspsychologie Vorlesungen zusammenfassen, dann Text für EW lesen und Aufgaben dazu lesen ;3;3;4;4;6;1;1;2;5;2;4;2h;2h;3;2;5;2;1;3;2;früher anfangen und konzentrierter arbeiten ;3;4;1;12;6;5;2;13;2;6;5;5;4;;;;;;;16;80;144;19;12;31276;7;24;32;42;85;8;168;33;3;673;11.01.2021 06:00;11.01.2021 18:15;1;0;16;16;3;1;0.67;0
1614;PQ466859;TA01;interview;11.01.2021 09:24;eine Vorlesung von letzter Woche wiederholen ;6;2;1h 30 min;2h;5;"- vormittags habe ich ein Seminar
- heute Abend, während der Zugfahrt nach Erfurt, werde ich die Vorlesung wiederholen";4;2;1;6;4;2;1;2;1;2;6;1h 30min;2h;6;1;5;5;6;5;6;Genauso weitermachen wie heute;4;4;1;12;6;6;5;18;2;11;3;9;4;;;;;;;12;133;146;21;7;40143;12;19;19;32;70;8;179;;3;661;11.01.2021 06:00;11.01.2021 20:44;1;0;16;16;0;0;0.76;2
1616;XB482288;TA01;interview;11.01.2021 09:39;#NAME?;6;4;1h 30min;4h;6;"- 4 Einheiten/ Lernstoff für Klausur in Managment&Orga
-Vorbereitung und Teilnahme Seminar Kognition
-Bearbeitung Übungsaufgaben Mikroökonomie";5;5;2;6;5;4;1;2;1;2;6;1h 30min;4h;6;1;6;5;6;4;6;Die selben Erfolge wie heute erzielen.;2;3;1;12;6;7;2;8;3;3;5;5;2;;;;;;;7;185;187;12;7;27836;5;21;28;31;55;36;909;;3;714;11.01.2021 06:00;11.01.2021 17:47;1;0;16;16;0;0;0.74;1
1618;MG848757;TA01;interview;11.01.2021 09:42;Video für Prüfungsleistung konzipieren.;6;3;0;4h;6;"10:00-12:00 Video nach Beispiel konzipieren
14:00-16:00 Englisch Aufgaben";6;6;1;6;4;1;4;2;1;1;6;0;3;6;1;5;5;5;1;6;"Englisch Übungen machen
Statistik Vorlesung";5;5;1;12;5;6;3;13;5;8;7;5;6;;;;;;;10;36;106;16;5;32845;12;23;24;35;69;16;577;;24;524;11.01.2021 06:00;11.01.2021 19:05;1;0;16;16;0;0;0.73;4
1619;LF961829;TA01;interview;11.01.2021 09:42;"- zwei Vorlesungen anschauen
- am Seminar teilnehmen
- strukturieren, was ich für die Prüfungen lernen muss";5;3;5h;3h;4;"- bis 12 Uhr: 2. Vorlesungen 
- ab 13 Uhr: Seminar 
- ab 15 Uhr Lernfächer strukturieren";4;3;4;2;3;4;2;1;1;1;5;4,5;1;3;1;5;4;6;5;6;#NAME?;3;4;1;12;5;7;1;16;5;9;1;8;2;;;;;;ich hatte Schwierigkeiten mit dem Video;33;88;163;23;12;35238;1300;31;49;57;121;17;34;55;4;650;11.01.2021 06:00;11.01.2021 20:03;1;0;16;16;0;0;0.62;14
1620;YM644361;TA01;interview;11.01.2021 09:42;"1. Skripte komplett durchlesen in Einführung in EW( bevor das 1. Seminar beginnt)
2. Zwischen dem 1. & 2. Seminar Studie durcharbeiten( Kognition)
3. Nach 2. Seminar Arbeitsblatt für Tutorium FM in EW durcharbeiten( Tutorium Dienstag)";5;5;3h;5h;6;"-2h  Einführung EW lernen
-1h Studienbearbeitung
-2h Arbeitsblattbearbeitung";4;4;6;4;6;5;1;1;1;1;4;3h;6h;2;4;5;5;5;3;5;effektiver lernen, weniger ablenken lassen;2;3;1;12;5;7;4;3;2;13;2;7;3;;;;;;;16;277;127;15;9;22629;6;23;11008;37;66;18;14072;;4;574;11.01.2021 06:00;11.01.2021 23:08;1;0;16;16;0;0;0.54;0
1622;SM631877;TA01;interview;11.01.2021 09:44;"- 2 Stunden an dem Referat in Fertigungsverfahren arbeiten 
- Teilnahme am Spanischunterricht, 
- Teilnahme am Statistik Tutorium und evtl AB vorher bearbeiten
- Elektrotechnik nachbereiten";4;5;3 Std;3 Std;4;"Ich habe zwei Veranstaltungen die je 1 1/2 Std dauern.
Dann möchte ich 2 Stunden an dem Referat arbeiten und 1 Std am Statistik Ab für das Tutorum  und/oder an der Nachbereitung von Elektrotechnik";4;5;3;5;4;4;1;2;3;3;4;3 Stunden;2 h 30 min;4;3;4;3;4;4;-1;Morgen schaffe ich es das Referat bis zu 2/3 fertigzustellen!;4;5;1;12;3;7;1;14;7;12;2;8;6;;;;;;;95;168;150;25;7;33240;4588;136;49;52;299;1080;186;;5;726;11.01.2021 06:00;11.01.2021 20:52;1;0;16;16;0;0;0.4;0
1623;GZ249864;TA01;interview;11.01.2021 09:46;"Übungsblatt Statistik bearbeiten um das Wissen zu festigen
Seminaraufgabe PSYN 130 bearbeiten";4;4;3;3;3;"12-14Uhr Tutorium Sowi Theorien
16-18Uhr Übung Statistik
";4;4;3;4;3;3;1;2;1;4;4;3h 0min;2h;4;1;3;4;4;3;-1;Forschungsmethoden VL ansehen;3;3;1;12;6;7;6;16;2;8;3;7;3;;;;;;;58;242;254;21;13;33476;26;42;62;45;90;21;282;;6;924;11.01.2021 06:00;11.01.2021 19:23;1;0;16;16;0;0;0.4;0
1624;AH561571;TA01;interview;11.01.2021 09:46;"Heutiges Vorlesungsvideo schauen und mindestens 1 Stunde Lernzettel schreiben
Mich mit den vorraussetzungen für online Klausuren beschäftigen und prüfen ob ich alle erfülle";5;3;0;6 bis 8;5;"1. WISEflow (1 bis 1 1/2 h)
2. Vorlesungsvideo ( 2 bis 2 1/2 h)
3. Lernzettel (mind 1 h)";4;4;5;4;6;1;1;3;2;3;3;0;6;3;2;6;4;2;5;4;"2 Vorlesungen bearbeiten
Lernen ";2;4;1;12;4;;;2;1;1;2;3;6;;;;;;;4743;74;107;14;5;;20578;24;26;30;48;17;164;;5;526;11.01.2021 06:00;11.01.2021 16:57;1;0;16;16;0;0;0.71;1
1626;AT424766;TA01;interview;11.01.2021 09:57;"Aufgaben für Tutorien vorbereiten,
heutiges Seminar nachbereiten,
asynchrone Vorlesung bearbeiten";6;4;3h 30min;3h;6;"Pausen zwischen den Präsenzterminen für kurze Erholungsphase nutzen,
wenn ich ein Thema beginne, dann auch ohne Unterbrechung bis zum Schluss durcharbeiten";4;3;5;6;4;6;1;2;1;2;5;3h;2h 30min;5;3;5;5;4;3;4;Präsenztermin und asynchrone Vorlesung absolvieren, ggf. Übungsaufgaben erledigen ;4;5;1;12;6;7;2;13;3;6;3;5;5;;;;;;;19;180;232;25;8;29193;15;30;82;35;108;22;166;;5;927;11.01.2021 06:00;11.01.2021 18:19;1;0;16;16;0;0;0.51;0
1627;FL248294;TA01;interview;11.01.2021 09:57;Ich will mir einen Überblick verschaffen und schon mit einzelnen Themen beginnen. ;5;4;6 h;4h;4;#NAME?;1;2;5;5;4;6;1;5;1;4;4;6h;2h;3;1;4;3;3;2;-1;Mir mehr Überblick verschaffen. Konzentrierter bei der Arbeit sein. ;3;4;1;12;4;;;2;2;4;1;5;2;;;;;;;5232;58;144;29;23;;21655;165;1364;81;147;15;161;;5;651;11.01.2021 06:00;11.01.2021 18:02;1;0;16;16;0;0;0.38;0
1630;LC333483;TA01;interview;11.01.2021 10:02;Heute lerne ich ca. eine Stunde für Entwicklungspsychologie der Kindheit. Ebenso schaue ich mir noch eine Vorlesung an.;6;4;2h;2h;6;Lernen, Vorlesung/ Seminar anschauen, spazieren gehen, essen, Wäsche waschen;5;6;3;6;3;2;1;1;1;1;6;2h;1h;6;1;6;5;5;5;6;zwei Vorlesungen anschauen, für Statistik lernen (auch, wenn bei der Prüfung nur der Name drauf geschrieben werden muss, möchte ich mich trotzdem darin versuchen);6;5;1;12;6;7;7;3;7;0;2;1;2;;;;;;;11;118;168;23;5;21386;5;29;32;54;127;17;163;;4;756;11.01.2021 06:00;11.01.2021 16:11;1;0;16;16;0;0;0.68;2
1639;ME862665;TA01;interview;11.01.2021 10:15;Ich möchte drei Stunden Statistik lernen und ca. drei Stunden ein paar andere Fächer durchgehen ;6;2;0;6 h;5;Bis 11:00 mich fertig machen, 11:00-14:00 Statistik lernen, bis 16:00 raus gehen, bis 17:00 Essenspause, Abend: weiter lernen, lesen, Sport machen;5;4;1;6;3;1;1;3;1;2;5;0 h;6 h;6;1;4;4;4;4;5;um 8.00 Uhr aufstehen;4;3;1;13;3;7;4;19;1;13;6;9;1;;;;;;;39;87;179;17;6;40327;40;26;50;30;113;12;209;;4;745;11.01.2021 06:00;11.01.2021 21:41;1;0;16;16;0;0;0.59;0
1641;XY216464;TA01;interview;11.01.2021 10:19;#NAME?;6;4;4h ;4h;3;#NAME?;3;2;6;4;6;6;1;2;1;1;4;4;2;-1;1;3;2;2;2;-1;#NAME?;2;2;1;13;6;8;1;16;1;8;5;7;6;;;;;;;13;80;184;24;9;31687;7;22;20;27;98;84;303;;31;660;11.01.2021 06:00;11.01.2021 19:22;1;0;16;16;0;0;0.62;2
1642;UY881832;TA01;interview;11.01.2021 10:20;"al-Farabi Text knapp durchlesen
Machiavelli Vorlesung durcharbeiten
Hausarbeit grob gliedern
Seminar Allgemeinpsycho
Englisch je nach Zeit";5;5;1h 30min;6h;5;erst sowi abarbeiten in der Bib, dann heim kurz MIttag entweder vor oder während des Seminars, danach kurzes Break und dann Hausarbeit und Englisch bis abends;4;3;5;4;5;3;1;2;2;1;6;1h 45min;6 45;4;1;4;5;6;2;5;"Vormittags und Mittags: Statistik und Englisch weiter arbeiten
Nachmittags: Tutorium und Statistik Übung
Abends: Mathe und Mikroökonomie";1;4;1;13;5;7;3;21;2;13;3;9;4;;;;;;;17;96;146;21;8;45562;6;36;115;47;98;4;193;;6;706;11.01.2021 06:00;11.01.2021 23:12;1;0;16;16;0;0;0.62;0
