;SERIAL;Feedback;TIME;ZEIT;GOAL;gmc_GOALt1
798;SS198481;1;LP_T5;TE03_01;2;
799;TP544386;1;LP_T5;TE03_01;6;
800;PZ846199;0;LP_T5;TE03_01;6;
801;VZ398246;1;LP_T5;TE03_01;4;
802;DM159531;0;LP_T5;TE03_01;6;
803;VY624531;1;LP_T5;TE03_01;5;
804;GA326557;1;LP_T5;TE03_01;4;
805;YW953985;1;LP_T5;TE03_01;4;
806;XZ767591;1;LP_T5;TE03_01;5;
807;AN458214;1;LP_T5;TE03_01;4;
808;ME637726;1;LP_T5;TE03_01;3;
809;MG848757;0;LP_T5;TE03_01;4;
810;XK242279;0;LP_T5;TE03_01;6;
811;XY662821;0;LP_T5;TE03_01;4;
812;BG864843;1;LP_T5;TE03_01;6;
813;NB497633;1;LP_T5;TE03_01;6;
814;LC333483;0;LP_T5;TE03_01;6;
815;QT273771;0;LP_T5;TE03_01;6;
816;BF819292;1;LP_T5;TE03_01;6;
817;VC376826;0;LP_T5;TE03_01;5;
818;DU868473;1;LP_T5;TE03_01;6;
557;NV617537;0;LP_T4;TE03_01;6;
558;UR157297;0;LP_T4;TE03_01;2;
559;SW218242;1;LP_T4;TE03_01;3;
560;MB259846;0;LP_T4;TE03_01;6;
561;PA298545;1;LP_T4;TE03_01;2;
562;LH578194;1;LP_T4;TE03_01;5;
563;BS791494;0;LP_T4;TE03_01;6;
564;YA272536;1;LP_T4;TE03_01;5;
565;XB482288;0;LP_T4;TE03_01;6;
566;FL248294;0;LP_T4;TE03_01;2;
567;AH561571;0;LP_T4;TE03_01;4;
568;XY216464;0;LP_T4;TE03_01;4;
569;YC186467;1;LP_T4;TE03_01;5;
570;AP844344;1;LP_T4;TE03_01;6;
571;AK891341;0;LP_T4;TE03_01;4;
572;XK292543;1;LP_T4;TE03_01;5;
573;RA581334;1;LP_T4;TE03_01;5;
574;RW164757;0;LP_T4;TE03_01;5;
575;YN129325;0;LP_T4;TE03_01;2;
576;HD353817;1;LP_T4;TE03_01;6;
577;BV722553;0;LP_T4;TE03_01;3;
578;FY246884;0;LP_T4;TE03_01;6;
580;PW785611;0;LP_T4;TE03_01;6;
581;FX545495;1;LP_T4;TE03_01;4;
582;AN458214;1;LP_T4;TE03_01;6;
583;VZ398246;1;LP_T4;TE03_01;5;
584;PY946565;1;LP_T4;TE03_01;6;
585;EP831244;0;LP_T4;TE03_01;4;
586;GK718459;0;LP_T4;TE03_01;6;
587;FK136917;1;LP_T4;TE03_01;6;
588;EE558756;1;LP_T4;TE03_01;6;
589;SM631877;0;LP_T4;TE03_01;6;
590;YE632525;1;LP_T4;TE03_01;5;
591;VN755488;1;LP_T4;TE03_01;5;
592;NB497633;1;LP_T4;TE03_01;6;
593;NK367231;1;LP_T4;TE03_01;2;
594;XN198271;1;LP_T4;TE03_01;5;
595;DC443849;0;LP_T4;TE03_01;6;
596;BA355797;1;LP_T4;TE03_01;6;
597;VR815563;1;LP_T4;TE03_01;4;
598;XV615413;1;LP_T4;TE03_01;6;
599;TC633551;1;LP_T4;TE03_01;5;
600;ET745775;0;LP_T4;TE03_01;5;
601;YC888437;0;LP_T4;TE03_01;6;
602;EC159212;1;LP_T4;TE03_01;3;
603;GF886775;1;LP_T4;TE03_01;2;
604;UL113513;0;LP_T4;TE03_01;4;
605;QR394599;1;LP_T4;TE03_01;6;
606;SN429438;0;LP_T4;TE03_01;4;
607;YM644361;0;LP_T4;TE03_01;6;
608;WG879246;1;LP_T4;TE03_01;4;
609;PY333941;0;LP_T4;TE03_01;6;
610;HA634253;1;LP_T4;TE03_01;3;
611;AE814737;1;LP_T4;TE03_01;5;
612;GK826951;0;LP_T4;TE03_01;6;
613;AN652227;0;LP_T4;TE03_01;1;
614;FL283383;1;LP_T4;TE03_01;6;
615;TC332594;1;LP_T4;TE03_01;6;
616;LW441239;1;LP_T4;TE03_01;5;
617;EL742586;1;LP_T4;TE03_01;4;
618;LB318186;0;LP_T4;TE03_01;6;
619;TP544386;1;LP_T4;TE03_01;6;
620;CF824211;1;LP_T4;TE03_01;4;
621;NM384333;0;LP_T4;TE03_01;5;
622;ME363698;1;LP_T4;TE03_01;3;
623;FH839757;0;LP_T4;TE03_01;1;
624;BC191415;0;LP_T4;TE03_01;1;
625;CZ836922;1;LP_T4;TE03_01;5;
626;QT273771;0;LP_T4;TE03_01;5;
627;ME862665;0;LP_T4;TE03_01;4;
628;MD787544;1;LP_T4;TE03_01;4;
629;RV452633;0;LP_T4;TE03_01;2;
630;ZV438183;1;LP_T4;TE03_01;5;
631;GA326557;1;LP_T4;TE03_01;2;
632;AT424766;0;LP_T4;TE03_01;5;
633;GD335178;1;LP_T4;TE03_01;5;
634;VX588246;1;LP_T4;TE03_01;6;
635;WN633269;1;LP_T4;TE03_01;5;
636;AA223798;1;LP_T4;TE03_01;5;
637;WC754144;1;LP_T4;TE03_01;5;
638;DM159531;0;LP_T4;TE03_01;6;
639;DT637117;0;LP_T4;TE03_01;6;
640;WR312764;1;LP_T4;TE03_01;6;
641;MG848757;0;LP_T4;TE03_01;4;
642;PH647245;0;LP_T4;TE03_01;4;
643;PK111235;0;LP_T4;TE03_01;6;
644;SE762113;0;LP_T4;TE03_01;3;
645;CU525786;1;LP_T4;TE03_01;6;
646;DU868473;1;LP_T4;TE03_01;5;
647;GR441237;1;LP_T4;TE03_01;4;
648;SE522452;0;LP_T4;TE03_01;4;
650;YL695788;1;LP_T4;TE03_01;6;
651;BF819292;1;LP_T4;TE03_01;6;
652;XV917984;1;LP_T4;TE03_01;3;
653;HS785464;0;LP_T4;TE03_01;5;
654;XG496891;0;LP_T4;TE03_01;3;
655;DZ883544;1;LP_T4;TE03_01;6;
656;BX289155;0;LP_T4;TE03_01;6;
657;YW953985;1;LP_T4;TE03_01;4;
658;KZ623294;0;LP_T4;TE03_01;5;
659;PN821564;0;LP_T4;TE03_01;6;
660;ZT573312;0;LP_T4;TE03_01;5;
661;AY454349;1;LP_T4;TE03_01;2;
662;PK497634;1;LP_T4;TE03_01;5;
663;RQ233693;0;LP_T4;TE03_01;5;
664;AW495873;0;LP_T4;TE03_01;2;
665;XP544262;1;LP_T4;TE03_01;6;
666;EK319924;1;LP_T4;TE03_01;3;
667;UY881832;0;LP_T4;TE03_01;3;
668;XK242279;0;LP_T4;TE03_01;6;
669;NV651396;1;LP_T4;TE03_01;5;
670;XZ767591;1;LP_T4;TE03_01;5;
671;TB885956;1;LP_T4;TE03_01;3;
672;SR175276;1;LP_T4;TE03_01;5;
673;HQ159989;0;LP_T4;TE03_01;4;
674;VU521743;1;LP_T4;TE03_01;6;
675;GZ249864;0;LP_T4;TE03_01;3;
676;KZ379721;1;LP_T4;TE03_01;5;
677;ME637726;1;LP_T4;TE03_01;3;
678;SS198481;1;LP_T4;TE03_01;5;
679;XY662821;0;LP_T4;TE03_01;3;
680;VY624531;1;LP_T4;TE03_01;5;
681;FL569837;0;LP_T4;TE03_01;2;
682;XA855886;1;LP_T4;TE03_01;6;
683;SP553518;0;LP_T4;TE03_01;5;
684;KV214531;1;LP_T4;TE03_01;2;
685;VC376826;0;LP_T4;TE03_01;5;
686;LC333483;0;LP_T4;TE03_01;5;
687;RH615392;0;LP_T4;TE03_01;2;
4438;KV214531;1;LP_T35;TE03_01;6;
4439;PQ466859;0;LP_T35;TE03_01;3;
4440;YC186467;1;LP_T35;TE03_01;6;
4441;EL742586;1;LP_T35;TE03_01;5;
4442;AK891341;0;LP_T35;TE03_01;6;
4443;AE814737;1;LP_T35;TE03_01;5;
4444;GZ249864;0;LP_T35;TE03_01;4;
4445;SW218242;1;LP_T35;TE03_01;6;
4446;YN129325;0;LP_T35;TE03_01;3;
4447;XY216464;0;LP_T35;TE03_01;5;
4448;VB488197;0;LP_T35;TE03_01;5;
4449;NV617537;0;LP_T35;TE03_01;5;
4450;PK111235;0;LP_T35;TE03_01;2;
4451;XK292543;1;LP_T35;TE03_01;5;
4453;LH578194;1;LP_T35;TE03_01;5;
4454;YM644361;0;LP_T35;TE03_01;5;
4455;EE558756;1;LP_T35;TE03_01;6;
4456;GK826951;0;LP_T35;TE03_01;6;
4457;DT637117;0;LP_T35;TE03_01;5;
4458;DC443849;0;LP_T35;TE03_01;5;
4459;VN755488;1;LP_T35;TE03_01;4;
4460;TG784124;1;LP_T35;TE03_01;4;
4461;AZ588774;0;LP_T35;TE03_01;4;
4462;XS659581;0;LP_T35;TE03_01;5;
4463;FH839757;0;LP_T35;TE03_01;5;
4464;ET745775;0;LP_T35;TE03_01;6;
4465;LF961829;0;LP_T35;TE03_01;5;
4466;ME862665;0;LP_T35;TE03_01;5;
4467;YL695788;1;LP_T35;TE03_01;6;
4468;EP831244;0;LP_T35;TE03_01;6;
4470;GK718459;0;LP_T35;TE03_01;5;
4471;BC191415;0;LP_T35;TE03_01;5;
4472;YE632525;1;LP_T35;TE03_01;3;
4473;BX289155;0;LP_T35;TE03_01;5;
4474;BS791494;0;LP_T35;TE03_01;5;
4475;BA355797;1;LP_T35;TE03_01;6;
4476;CZ836922;1;LP_T35;TE03_01;5;
4477;EK319924;1;LP_T35;TE03_01;6;
4479;FK136917;1;LP_T35;TE03_01;6;
4480;FX545495;1;LP_T35;TE03_01;4;
4481;AP844344;1;LP_T35;TE03_01;1;
4482;MD787544;1;LP_T35;TE03_01;4;
4483;GR441237;1;LP_T35;TE03_01;5;
4484;AN458214;1;LP_T35;TE03_01;6;
4485;FL248294;0;LP_T35;TE03_01;5;
4486;BG864843;1;LP_T35;TE03_01;5;
4487;XV615413;1;LP_T35;TE03_01;6;
4488;UR157297;0;LP_T35;TE03_01;1;
4489;YA272536;1;LP_T35;TE03_01;6;
4490;LW441239;1;LP_T35;TE03_01;6;
4491;UL113513;0;LP_T35;TE03_01;5;
4492;MB259846;0;LP_T35;TE03_01;5;
4493;AT424766;0;LP_T35;TE03_01;6;
4494;XN198271;1;LP_T35;TE03_01;5;
4495;ZV438183;1;LP_T35;TE03_01;6;
4496;XZ767591;1;LP_T35;TE03_01;4;
4497;HQ159989;0;LP_T35;TE03_01;5;
4498;BF819292;1;LP_T35;TE03_01;6;
4499;PY946565;1;LP_T35;TE03_01;6;
4500;SN429438;0;LP_T35;TE03_01;4;
4501;NK367231;1;LP_T35;TE03_01;6;
4502;XV917984;1;LP_T35;TE03_01;6;
4503;SP553518;0;LP_T35;TE03_01;4;
4504;VX588246;1;LP_T35;TE03_01;6;
4505;DM159531;0;LP_T35;TE03_01;6;
4506;YW953985;1;LP_T35;TE03_01;6;
4507;AN652227;0;LP_T35;TE03_01;6;
4508;LB318186;0;LP_T35;TE03_01;6;
4509;NB497633;1;LP_T35;TE03_01;6;
4510;WR312764;1;LP_T35;TE03_01;6;
4511;RW164757;0;LP_T35;TE03_01;6;
4512;VZ398246;1;LP_T35;TE03_01;5;
4513;GD335178;1;LP_T35;TE03_01;6;
4515;AY454349;1;LP_T35;TE03_01;3;
4516;WG879246;1;LP_T35;TE03_01;2;
4517;NM384333;0;LP_T35;TE03_01;4;
4518;KZ623294;0;LP_T35;TE03_01;4;
4519;AT973973;1;LP_T35;TE03_01;4;
4520;XG496891;0;LP_T35;TE03_01;6;
4521;RH615392;0;LP_T35;TE03_01;6;
4522;RQ233693;0;LP_T35;TE03_01;6;
4523;FF171956;1;LP_T35;TE03_01;5;
4524;UX896743;0;LP_T35;TE03_01;5;
4526;NK144173;0;LP_T35;TE03_01;5;
4527;HS785464;0;LP_T35;TE03_01;6;
4528;ZT573312;0;LP_T35;TE03_01;5;
4529;PZ846199;0;LP_T35;TE03_01;6;
4530;LC333483;0;LP_T35;TE03_01;6;
4531;QR394599;1;LP_T35;TE03_01;6;
4532;PY378998;1;LP_T35;TE03_01;4;
4533;WC754144;1;LP_T35;TE03_01;2;
4534;VU521743;1;LP_T35;TE03_01;5;
4535;YF233344;0;LP_T35;TE03_01;4;
4536;YR389785;1;LP_T35;TE03_01;4;
4537;XY662821;0;LP_T35;TE03_01;3;
4538;DZ883544;1;LP_T35;TE03_01;6;
4539;CU525786;1;LP_T35;TE03_01;6;
4540;FL283383;1;LP_T35;TE03_01;6;
4541;HD353817;1;LP_T35;TE03_01;4;
4542;KZ379721;1;LP_T35;TE03_01;4;
4543;AA223798;1;LP_T35;TE03_01;4;
4544;RT652696;0;LP_T35;TE03_01;5;
4545;TP544386;1;LP_T35;TE03_01;5;
4546;VK722412;0;LP_T35;TE03_01;5;
4547;SR175276;1;LP_T35;TE03_01;4;
4548;PH647245;0;LP_T35;TE03_01;5;
4549;TC332594;1;LP_T35;TE03_01;5;
4550;PA298545;1;LP_T35;TE03_01;3;
4551;DU868473;1;LP_T35;TE03_01;6;
4552;VR815563;1;LP_T35;TE03_01;6;
4553;NV651396;1;LP_T35;TE03_01;4;
4555;FE929218;0;LP_T35;TE03_01;4;
4320;NK367231;1;LP_T34;TE03_01;6;
4321;NV617537;0;LP_T34;TE03_01;5;
4322;SW218242;1;LP_T34;TE03_01;5;
4323;EL742586;1;LP_T34;TE03_01;4;
4324;AE814737;1;LP_T34;TE03_01;5;
4325;KV214531;1;LP_T34;TE03_01;5;
4326;XY216464;0;LP_T34;TE03_01;5;
4327;PK111235;0;LP_T34;TE03_01;3;
4328;XP544262;1;LP_T34;TE03_01;2;
4329;WR312764;1;LP_T34;TE03_01;6;
4330;BV722553;0;LP_T34;TE03_01;2;
4331;VB488197;0;LP_T34;TE03_01;5;
4332;XN198271;1;LP_T34;TE03_01;3;
4333;MD787544;1;LP_T34;TE03_01;5;
4334;EC159212;1;LP_T34;TE03_01;5;
4335;SS198481;1;LP_T34;TE03_01;5;
4336;PK497634;1;LP_T34;TE03_01;6;
4337;GR441237;1;LP_T34;TE03_01;5;
4338;SN429438;0;LP_T34;TE03_01;5;
4339;YM644361;0;LP_T34;TE03_01;5;
4341;FH839757;0;LP_T34;TE03_01;6;
4342;HA634253;1;LP_T34;TE03_01;2;
4344;VN755488;1;LP_T34;TE03_01;6;
4345;FK136917;1;LP_T34;TE03_01;6;
4346;RT652696;0;LP_T34;TE03_01;5;
4347;AP844344;1;LP_T34;TE03_01;5;
4348;CZ836922;1;LP_T34;TE03_01;5;
4349;PY946565;1;LP_T34;TE03_01;4;
4350;YL695788;1;LP_T34;TE03_01;6;
4351;AT424766;0;LP_T34;TE03_01;5;
4352;VX588246;1;LP_T34;TE03_01;6;
4353;DC443849;0;LP_T34;TE03_01;5;
4354;XV615413;1;LP_T34;TE03_01;6;
4355;XK292543;1;LP_T34;TE03_01;5;
4356;PA298545;1;LP_T34;TE03_01;2;
4357;ME862665;0;LP_T34;TE03_01;4;
4358;YE632525;1;LP_T34;TE03_01;5;
4359;XS659581;0;LP_T34;TE03_01;5;
4360;FL248294;0;LP_T34;TE03_01;4;
4361;XA855886;1;LP_T34;TE03_01;6;
4362;GK826951;0;LP_T34;TE03_01;6;
4363;DM159531;0;LP_T34;TE03_01;5;
4364;EP831244;0;LP_T34;TE03_01;6;
4365;AZ588774;0;LP_T34;TE03_01;5;
4366;YN129325;0;LP_T34;TE03_01;2;
4367;DT637117;0;LP_T34;TE03_01;5;
4368;TC332594;1;LP_T34;TE03_01;5;
4369;SP553518;0;LP_T34;TE03_01;5;
4370;XV917984;1;LP_T34;TE03_01;4;
4371;AN652227;0;LP_T34;TE03_01;5;
4372;AH561571;0;LP_T34;TE03_01;4;
4373;ZV438183;1;LP_T34;TE03_01;6;
4374;PQ466859;0;LP_T34;TE03_01;3;
4375;DZ883544;1;LP_T34;TE03_01;4;
4376;BG864843;1;LP_T34;TE03_01;4;
4377;KZ379721;1;LP_T34;TE03_01;4;
4378;RW164757;0;LP_T34;TE03_01;6;
4379;AW495873;0;LP_T34;TE03_01;2;
4380;FX545495;1;LP_T34;TE03_01;6;
4381;LQ366462;1;LP_T34;TE03_01;6;
4382;EK319924;1;LP_T34;TE03_01;6;
4383;LF961829;0;LP_T34;TE03_01;3;
4384;SM631877;0;LP_T34;TE03_01;4;
4385;NM384333;0;LP_T34;TE03_01;4;
4386;XZ767591;1;LP_T34;TE03_01;4;
4387;ET745775;0;LP_T34;TE03_01;5;
4388;MB259846;0;LP_T34;TE03_01;5;
4389;XG496891;0;LP_T34;TE03_01;5;
4390;FL283383;1;LP_T34;TE03_01;6;
4391;UL113513;0;LP_T34;TE03_01;4;
4392;ZT573312;0;LP_T34;TE03_01;5;
4393;YA272536;1;LP_T34;TE03_01;6;
4394;BF819292;1;LP_T34;TE03_01;4;
4395;HQ159989;0;LP_T34;TE03_01;5;
4396;VZ398246;1;LP_T34;TE03_01;4;
4397;FE929218;0;LP_T34;TE03_01;3;
4398;AN458214;1;LP_T34;TE03_01;6;
4399;BC191415;0;LP_T34;TE03_01;1;
4400;GD335178;1;LP_T34;TE03_01;6;
4401;HS785464;0;LP_T34;TE03_01;6;
4402;LB318186;0;LP_T34;TE03_01;6;
4403;SR175276;1;LP_T34;TE03_01;3;
4404;TP544386;1;LP_T34;TE03_01;5;
4405;LW441239;1;LP_T34;TE03_01;1;
4406;UX896743;0;LP_T34;TE03_01;4;
4407;TB885956;1;LP_T34;TE03_01;5;
4409;YF233344;0;LP_T34;TE03_01;4;
4410;UR157297;0;LP_T34;TE03_01;1;
4411;LC333483;0;LP_T34;TE03_01;5;
4412;GA326557;1;LP_T34;TE03_01;4;
4413;WN633269;1;LP_T34;TE03_01;2;
4414;XY662821;0;LP_T34;TE03_01;3;
4415;DA181897;0;LP_T34;TE03_01;1;
4416;NB497633;1;LP_T34;TE03_01;6;
4417;KZ623294;0;LP_T34;TE03_01;6;
4418;VY624531;1;LP_T34;TE03_01;6;
4419;NV651396;1;LP_T34;TE03_01;4;
4420;LH578194;1;LP_T34;TE03_01;4;
4421;GF886775;1;LP_T34;TE03_01;4;
4422;RH615392;0;LP_T34;TE03_01;5;
4423;RQ233693;0;LP_T34;TE03_01;6;
4424;PZ846199;0;LP_T34;TE03_01;6;
4425;BA355797;1;LP_T34;TE03_01;6;
4426;DU868473;1;LP_T34;TE03_01;6;
4428;TG784124;1;LP_T34;TE03_01;2;
4429;QR394599;1;LP_T34;TE03_01;4;
4430;PN821564;0;LP_T34;TE03_01;3;
4431;HD353817;1;LP_T34;TE03_01;3;
4432;YW953985;1;LP_T34;TE03_01;5;
4433;PH647245;0;LP_T34;TE03_01;5;
4434;YC186467;1;LP_T34;TE03_01;6;
4435;GZ249864;0;LP_T34;TE03_01;3;
4436;AK891341;0;LP_T34;TE03_01;5;
4205;XV615413;1;LP_T33;TE03_01;6;
4206;EL742586;1;LP_T33;TE03_01;5;
4207;ME862665;0;LP_T33;TE03_01;5;
4208;QT273771;0;LP_T33;TE03_01;1;
4209;XY216464;0;LP_T33;TE03_01;6;
4210;YN129325;0;LP_T33;TE03_01;6;
4211;KZ623294;0;LP_T33;TE03_01;5;
4213;NV617537;0;LP_T33;TE03_01;5;
4214;EE558756;1;LP_T33;TE03_01;6;
4215;BG864843;1;LP_T33;TE03_01;4;
4216;XP544262;1;LP_T33;TE03_01;3;
4217;MB259846;0;LP_T33;TE03_01;5;
4218;XN198271;1;LP_T33;TE03_01;5;
4219;AA223798;1;LP_T33;TE03_01;6;
4220;NK367231;1;LP_T33;TE03_01;4;
4221;BV722553;0;LP_T33;TE03_01;3;
4222;BA355797;1;LP_T33;TE03_01;6;
4223;KZ379721;1;LP_T33;TE03_01;4;
4224;RA581334;1;LP_T33;TE03_01;6;
4225;GK718459;0;LP_T33;TE03_01;5;
4226;CU525786;1;LP_T33;TE03_01;5;
4227;BS791494;0;LP_T33;TE03_01;6;
4228;ET745775;0;LP_T33;TE03_01;3;
4229;DU868473;1;LP_T33;TE03_01;6;
4230;CZ836922;1;LP_T33;TE03_01;5;
4231;SS198481;1;LP_T33;TE03_01;5;
4232;EP831244;0;LP_T33;TE03_01;6;
4233;RT652696;0;LP_T33;TE03_01;4;
4234;YA272536;1;LP_T33;TE03_01;5;
4235;PK497634;1;LP_T33;TE03_01;5;
4236;DC443849;0;LP_T33;TE03_01;3;
4237;WR312764;1;LP_T33;TE03_01;5;
4238;PK111235;0;LP_T33;TE03_01;2;
4239;PY946565;1;LP_T33;TE03_01;6;
4240;LC333483;0;LP_T33;TE03_01;6;
4241;SP553518;0;LP_T33;TE03_01;5;
4242;YC888437;0;LP_T33;TE03_01;6;
4243;XK292543;1;LP_T33;TE03_01;6;
4244;LF961829;0;LP_T33;TE03_01;5;
4245;AZ588774;0;LP_T33;TE03_01;4;
4246;NB497633;1;LP_T33;TE03_01;6;
4247;PW785611;0;LP_T33;TE03_01;5;
4248;AE814737;1;LP_T33;TE03_01;6;
4249;VN755488;1;LP_T33;TE03_01;5;
4250;VX588246;1;LP_T33;TE03_01;6;
4251;AH561571;0;LP_T33;TE03_01;6;
4252;VR815563;1;LP_T33;TE03_01;5;
4253;FL248294;0;LP_T33;TE03_01;5;
4254;XY662821;0;LP_T33;TE03_01;6;
4255;MD787544;1;LP_T33;TE03_01;6;
4256;XV917984;1;LP_T33;TE03_01;6;
4257;AN458214;1;LP_T33;TE03_01;6;
4259;AK891341;0;LP_T33;TE03_01;4;
4260;LB318186;0;LP_T33;TE03_01;6;
4261;FH839757;0;LP_T33;TE03_01;4;
4262;DM159531;0;LP_T33;TE03_01;5;
4264;BC191415;0;LP_T33;TE03_01;5;
4265;GK826951;0;LP_T33;TE03_01;5;
4266;FK136917;1;LP_T33;TE03_01;6;
4267;SN429438;0;LP_T33;TE03_01;5;
4268;XS659581;0;LP_T33;TE03_01;5;
4269;DZ883544;1;LP_T33;TE03_01;5;
4270;RH615392;0;LP_T33;TE03_01;6;
4271;LQ366462;1;LP_T33;TE03_01;6;
4272;TN749971;1;LP_T33;TE03_01;3;
4273;FX545495;1;LP_T33;TE03_01;6;
4274;QR394599;1;LP_T33;TE03_01;6;
4275;RQ233693;0;LP_T33;TE03_01;6;
4276;UY881832;0;LP_T33;TE03_01;4;
4277;HQ159989;0;LP_T33;TE03_01;5;
4278;GZ249864;0;LP_T33;TE03_01;4;
4279;XZ767591;1;LP_T33;TE03_01;4;
4280;YL695788;1;LP_T33;TE03_01;6;
4281;HD353817;1;LP_T33;TE03_01;4;
4282;FY246884;0;LP_T33;TE03_01;4;
4283;GR441237;1;LP_T33;TE03_01;5;
4284;VZ398246;1;LP_T33;TE03_01;5;
4285;XB482288;0;LP_T33;TE03_01;6;
4286;XG496891;0;LP_T33;TE03_01;4;
4287;SM631877;0;LP_T33;TE03_01;6;
4288;SR175276;1;LP_T33;TE03_01;4;
4289;NV651396;1;LP_T33;TE03_01;4;
4290;TP544386;1;LP_T33;TE03_01;5;
4291;CF824211;1;LP_T33;TE03_01;3;
4292;FE929218;0;LP_T33;TE03_01;4;
4293;GA326557;1;LP_T33;TE03_01;4;
4294;FL283383;1;LP_T33;TE03_01;6;
4295;GD335178;1;LP_T33;TE03_01;6;
4296;BF819292;1;LP_T33;TE03_01;4;
4297;HS785464;0;LP_T33;TE03_01;6;
4298;VK722412;0;LP_T33;TE03_01;3;
4299;NM384333;0;LP_T33;TE03_01;3;
4300;RW164757;0;LP_T33;TE03_01;6;
4301;VY624531;1;LP_T33;TE03_01;5;
4302;AT424766;0;LP_T33;TE03_01;5;
4303;DA181897;0;LP_T33;TE03_01;6;
4304;EK319924;1;LP_T33;TE03_01;6;
4306;ZT573312;0;LP_T33;TE03_01;5;
4307;YF233344;0;LP_T33;TE03_01;1;
4308;PH647245;0;LP_T33;TE03_01;4;
4309;WC754144;1;LP_T33;TE03_01;2;
4310;EC159212;1;LP_T33;TE03_01;4;
4311;DT637117;0;LP_T33;TE03_01;5;
4312;PN821564;0;LP_T33;TE03_01;4;
4313;TC332594;1;LP_T33;TE03_01;6;
4314;YR389785;1;LP_T33;TE03_01;4;
4315;WG879246;1;LP_T33;TE03_01;4;
4316;YE632525;1;LP_T33;TE03_01;5;
4317;LW441239;1;LP_T33;TE03_01;2;
4064;NB497633;1;LP_T32;TE03_01;5;
4065;XY216464;0;LP_T32;TE03_01;5;
4066;PW785611;0;LP_T32;TE03_01;5;
4067;SW218242;1;LP_T32;TE03_01;6;
4068;DA181897;0;LP_T32;TE03_01;4;
4069;SP553518;0;LP_T32;TE03_01;6;
4070;LP893358;0;LP_T32;TE03_01;2;
4071;XP544262;1;LP_T32;TE03_01;2;
4072;AK891341;0;LP_T32;TE03_01;3;
4073;UR157297;0;LP_T32;TE03_01;4;
4074;MB259846;0;LP_T32;TE03_01;5;
4075;XB482288;0;LP_T32;TE03_01;5;
4076;GK718459;0;LP_T32;TE03_01;4;
4077;YN129325;0;LP_T32;TE03_01;6;
4078;PK497634;1;LP_T32;TE03_01;5;
4079;AP844344;1;LP_T32;TE03_01;3;
4080;LH578194;1;LP_T32;TE03_01;5;
4081;QT273771;0;LP_T32;TE03_01;6;
4082;CU525786;1;LP_T32;TE03_01;5;
4083;KV214531;1;LP_T32;TE03_01;4;
4084;EP831244;0;LP_T32;TE03_01;4;
4085;BA355797;1;LP_T32;TE03_01;6;
4086;PY946565;1;LP_T32;TE03_01;6;
4087;WR312764;1;LP_T32;TE03_01;4;
4088;PZ846199;0;LP_T32;TE03_01;6;
4089;MD787544;1;LP_T32;TE03_01;6;
4090;AA223798;1;LP_T32;TE03_01;4;
4091;ZV438183;1;LP_T32;TE03_01;5;
4092;BC191415;0;LP_T32;TE03_01;1;
4093;LB318186;0;LP_T32;TE03_01;6;
4094;AN458214;1;LP_T32;TE03_01;6;
4095;DC443849;0;LP_T32;TE03_01;4;
4096;BS791494;0;LP_T32;TE03_01;5;
4097;NK367231;1;LP_T32;TE03_01;6;
4098;YC186467;1;LP_T32;TE03_01;1;
4099;FY246884;0;LP_T32;TE03_01;4;
4100;DT637117;0;LP_T32;TE03_01;6;
4101;FL248294;0;LP_T32;TE03_01;3;
4102;FK136917;1;LP_T32;TE03_01;6;
4103;VR815563;1;LP_T32;TE03_01;5;
4104;ME862665;0;LP_T32;TE03_01;5;
4105;ET745775;0;LP_T32;TE03_01;5;
4106;UX896743;0;LP_T32;TE03_01;5;
4107;TP544386;1;LP_T32;TE03_01;5;
4108;YM644361;0;LP_T32;TE03_01;6;
4109;XN198271;1;LP_T32;TE03_01;6;
4110;DM159531;0;LP_T32;TE03_01;6;
4111;XK292543;1;LP_T32;TE03_01;6;
4112;FH839757;0;LP_T32;TE03_01;3;
4113;XA855886;1;LP_T32;TE03_01;6;
4115;AZ588774;0;LP_T32;TE03_01;4;
4116;AH561571;0;LP_T32;TE03_01;6;
4117;AN652227;0;LP_T32;TE03_01;6;
4118;LF961829;0;LP_T32;TE03_01;4;
4119;BG864843;1;LP_T32;TE03_01;5;
4120;MG848757;0;LP_T32;TE03_01;6;
4121;EE558756;1;LP_T32;TE03_01;6;
4122;VN755488;1;LP_T32;TE03_01;5;
4123;BV722553;0;LP_T32;TE03_01;1;
4124;XS659581;0;LP_T32;TE03_01;5;
4125;AE814737;1;LP_T32;TE03_01;5;
4126;RT652696;0;LP_T32;TE03_01;5;
4127;FX545495;1;LP_T32;TE03_01;6;
4128;SM631877;0;LP_T32;TE03_01;6;
4129;NV651396;1;LP_T32;TE03_01;4;
4130;WG879246;1;LP_T32;TE03_01;3;
4131;CZ836922;1;LP_T32;TE03_01;5;
4132;EK319924;1;LP_T32;TE03_01;6;
4133;YE632525;1;LP_T32;TE03_01;6;
4134;RH615392;0;LP_T32;TE03_01;5;
4135;XZ767591;1;LP_T32;TE03_01;4;
4136;BX289155;0;LP_T32;TE03_01;5;
4137;NK144173;0;LP_T32;TE03_01;5;
4138;LC333483;0;LP_T32;TE03_01;6;
4139;RA581334;1;LP_T32;TE03_01;1;
4140;KZ379721;1;LP_T32;TE03_01;4;
4141;CF824211;1;LP_T32;TE03_01;4;
4142;YR389785;1;LP_T32;TE03_01;4;
