CASE;SERIAL;QUESTNNR;Wochen;Tage;STARTED;LZ02_01;LZ03_01;LZ04_01;ZE02_01;ZE03_01;PL01_01;PL02_01;SM02_01;SM02_02;SM02_03;SE01_03;TE_Bel_1;TE_Bel_2;TE_Bel_3;TE_Bel_4;TE_Bel_5;TE_Bel_6;TE03_01;TE04_01;TE05_01;TE06_01;TE07_01;TE08_01;TE09_01;TE10_01;TE11_01;TE12_01;TE13_01;TE14_01;TE15_01;TE16;TE17_01;TIME001;TIME002;TIME003;TIME004;TIME006;TIME007;TIME009;TIME010;TIME011;TIME012;TIME013;TIME014;TIME015;TIME016;TIME017;TIME018;TIME019;TIME_SUM;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
2704;BF819292;TA;1;7;17.01.2021 12:22;Ausruhen ;6;1;0h;0h;6;Ausruhen;1;1;1;1;1;1;1;1;1;1;-1;0h;0h;1;1;1;1;1;1;-1;Vorlesung anschauen 3h;3;6;2;6;5;19;2;21;;8;1;6;4;19090;13;9;45;47;27;78;17;287;1;19;19;0;0;0.9;12
2706;EK319924;TA;1;7;17.01.2021 12:24;weitere Ausarbeitung prüfungsrelevanter Inhalte (2 Vorlesungen);6;3;0h;2h;5;Nachmittags Ausarbeitung (ab ca. 17uhr);5;5;1;6;5;1;1;4;1;6;4;0h;1h;6;4;4;6;2;1;5;weitere Ausarbeitungen;4;5;1;6;3;44;;55;;9;;4;2;28655;2;13;12;21;8;27;2;202;1;19;19;0;0;01. Aug;7
2708;LW441239;TA;1;7;17.01.2021 12:35;"Forschungsmethoden VL (2) ansehen
Zusammenfassung Forschungsmethoden anfangen ggf. beenden";6;4;0h;3h-4h;1;"Vor dem Mittagessen VL FM schauen.
Danach je nach Lust und Laune die Zusammenfassungen dazu machen.
Heute ist Sonntag also möchte ich mir keinen konkreten Zeitplan erstellen, um ohne schlechtes Gewissen ein bisschen mehr Freizeit zu haben!";6;6;1;6;2;1;1;1;1;1;2;0;1h;-1;1;3;6;3;1;-1;Alles das zu machen was auf meinem Zeitplan steht!;1;1;1;2;9;170;;167;17;15;;6;5;36038;4;27;18;53;27;102;3;608;1;19;19;0;0;0.47;0
2709;GA326557;TA;1;7;17.01.2021 12:35;Motivation ;5;2;0h;3h;5;"1. aktuelle Vorlesung Psychologie anhören und zusammenfassen
2. vorherige Vorlesung Psychologie zusammenfassen
3. Hausarbeit Exzerpt schreiben";4;4;6;3;4;1;1;2;1;2;3;0h;4h;2;1;4;4;4;2;4;Konzentration und Durchhaltevermögen ;2;4;1;5;2;26;9;111;;12;2;10;5;40315;3;20;24;35;8;32;2;301;1;19;19;0;0;0.8;2
2710;TB885956;TA;1;7;17.01.2021 12:41;Zusammenfassungen lernen und wiederholen ;5;5;0h;5h;4;es gibt keine konkreten Zeitpläne ;4;3;5;4;4;1;1;5;1;4;2;0;1;3;5;4;4;2;3;2;Lernen ;3;4;1;5;2;30;1;89;1;9;2;3;2;35940;3;13;18;23;16;27;3;242;1;19;19;0;0;Jan 13;11
2711;AP844344;TA;1;7;17.01.2021 12:43;Lernen und entspannen ;4;4;0h;3h;3;nach Mittagspause (ca 15 Uhr): lernen bis 18 Uhr (Forschungsmethoden wiederholen, Entwicklungspsychologie machne, Lüders);4;5;4;5;;;;;;;;;;;;;;;;;;;;;;4;13;3;51;3;8;2;7;4;;;;;;;;;95;0;11;11;0;0;0.98;8
2712;EL742586;TA;1;7;17.01.2021 12:44;"Entwicklungspsy. Vorlesung
Reiselit. Text bearbeiten
Grammatik übung
SpraWi, FM, Entwickpsy. ausdrucken
Fm 2x komplett durchlesen
Fm 1x active reading";4;6;0;4h -5h;2;"Entwickungspsy (2h)
Reiselit. Text bearbeiten (1h)
Grammatik übung (1h 30)
SpraWi, FM, Entwickpsy. ausdrucken (30min)
(Fm 2x komplett durchlesen
Fm 1x active reading)";3;3;5;3;5;1;1;3;2;1;4;0;4h;3;2;5;5;4;2;4;Die Ziele von heut aufzuholen.;1;2;1;4;5;72;;224;3;53;8;12;7;30158;5;20;27;40;30;43;4;508;1;19;19;0;0;0.47;0
2713;XN198271;TA;1;7;17.01.2021 12:45;"Seminar vorbereiten 
Vorlesungen anschauen + Notizen";6;4;3h;2h;4;"Seminar 
Vorlesungen Einführung in die EW";4;4;4;5;4;5;1;3;1;1;4;3h;2h;6;2;5;5;4;4;6;Lerntage vorbereiten;4;3;1;4;3;45;;65;18;21;1;8;3;20290;4;320;53;154;6;79;2;325;1;19;19;0;0;0.69;4
2715;AM174165;TA;1;7;17.01.2021 13:01;#NAME?;6;4;2h;3h;4;"-ich möchte ausreichend Pausen schaffen
-ich möchte zügig voran kommen, um den restlichen Sonntag entspannen zu können ";5;1;4;6;4;4;1;1;1;4;6;2h;2,5h;4;1;4;4;4;3;4;#NAME?;3;2;1;3;7;46;;65;2;15;;9;3;17033;3;13;22;35;21;53;;294;0;18;18;0;0;0.71;0
2716;AN458214;TA;1;7;17.01.2021 13:01;Klausur relevante Themen aufschreiben und gliedern. Restlichen Vorlesungen anschauen und anfangen zu lernen und keine Struktur finden für Themen für Klausur ;5;5;0h;4h;4;Forschungsmethoden Vorlesung anschauen, EW und LLTP gliedern für Klausuren, Text für Wilkens lesen ;4;4;3;4;6;1;1;3;1;1;6;0h;4h;6;3;5;5;6;3;5;alle meetings mitmachen und nochmal das von heute wiederholen und die Aufgabe für Frau Johannes machen ;4;3;1;3;4;67;2;418;2;8;2;6;2;15431;2;17;15;22;37;75;2;314;1;19;19;0;0;0.84;4
2717;YW953985;TA;1;7;17.01.2021 13:01;Keine, möchte einfach meinen Sonntag genießen ;6;1;0min;0min;1;Keine;1;1;1;6;1;1;1;6;1;6;6;0min;0min;6;1;1;1;6;1;6;Gut in die neue Woche zu starten und Einführung in die Erziehungswissenschaft abzuarbeiten;1;1;2;3;2;28;15;94;1;9;3;5;3;20517;4;17;18;20;26;48;2;282;1;19;19;0;0;0.88;5
2718;WC754144;TA;1;7;17.01.2021 13:02;Chelly beim Einzug helfen;6;2;0h;0h 15 min;1;;4;4;1;6;1;1;1;6;1;1;-1;0;0;-1;4;4;4;4;4;-1;Das Buch weiterlesen;1;4;2;4;2;43;3;30;5;24;2;7;4;27358;3;12;20;27;7;40;3;232;1;19;19;3;3;0.87;4
2721;TP544386;TA;1;7;17.01.2021 13:04;Klausurvorbereitung;5;5;0h;2h;4;Klausurvorbereitung (2h);4;5;2;5;5;1;1;2;1;2;5;0h;2h;4;2;5;5;5;3;-1;Alle studienrelevanten Ziele erreichen;4;4;1;4;5;60;4;49;28;17;5;5;19;28020;6;23;28;34;25;53;4;323;1;19;19;0;0;0.52;0
2726;WG879246;TA;1;7;17.01.2021 13:12;"Text für Kognition lesen,
Karteikarten lernen";5;4;0h;4h;2;"Text für Kognition lesen (ca. 2 h),
Karteikarten lernen (ca. 2 h)";4;3;4;4;;;;;;;;;;;;;;;;;;;;;;4;32;;59;2;8;3;6;2;;;;;;;;;116;0;11;11;0;0;0.93;3
2727;PY378998;TA;1;7;17.01.2021 13:14;"1) Forschungsmethoden 
2) Management 6 Kapitel + Lernen 
3) Englisch Tests";6;4;0h;2h;6;"1) Forschungsmethoden 45min 
2) Management 30min
3) Tests 40min ";6;5;1;6;4;1;1;4;2;2;6;0h;1h 30min;6;1;4;5;4;4;6;"1) Statistik
2) Management 
3)Psychologie";6;6;1;6;4;45;;35;;5;;3;7;10707;9;15;34;78;52;1851;1;321;1;19;19;0;0;0.8;9
2728;EC159212;TA;1;7;17.01.2021 13:17;#NAME?;5;2;0h;2h;2;#NAME?;2;2;6;4;3;1;1;5;1;6;2;0min;1h;2;4;2;2;2;2;2;Neue Woche, neues Glück;2;1;1;3;3;14;1;24;1;7;1;4;3;35273;3;9;19;16;4;23;2;134;1;19;19;0;0;Jan 46;23
2729;HV926523;TA;1;7;17.01.2021 13:21;lernen für GLP1;6;5;0;2;6;;6;4;2;6;;;;;;;;;;;;;;;;;;;;;;3;32;1;21;;6;;3;4;;;;;;;;;70;0;11;11;9;8;01. Apr;22
2730;XZ767591;TA;1;7;17.01.2021 13:32;"Referat; Zusammenfassung für die KW-Prüfung schreiben";4;3;0h;3h;5;"bis 17 Uhr --> Pause; bis 19 Uhr --> Referat; bis 21 Uhr --> Pause; bis 22 Uhr Klausurvorbereitung";4;3;3;5;4;1;2;5;1;5;3;0h;1h;3;3;4;5;3;4;3;Prüfungen weiter vorbereiten;3;4;1;4;4;80;8;77;;19;3;8;9;36143;9;40;15;54;7;111;3;447;1;19;19;0;0;0.54;1
2731;GD335178;TA;1;7;17.01.2021 13:33;"Vorlesungsvideo für Montag anschauen und ausdrucken
Lernen";6;6;0h 00min;6h 00min;5;#NAME?;4;4;5;5;1;3;1;1;1;1;6;0h 00min;6h 00min;6;1;5;5;6;5;6;"Lernen
Lernprozessanalysen vervollständigen";5;5;1;6;6;34;3;82;;12;2;5;11;11655;7;12;38;25;15;61;6;319;1;19;19;0;0;0.64;1
2732;VY624531;TA;1;7;17.01.2021 13:41;"Studie lesen
Seminarvortrag bearbeiten";5;6;0h0min;2-4h;4;"ca. 15-18 Uhr arbeiten an dem Vortrag
ca. 20-21 Studie lesen";4;3;4;5;4;1;1;1;5;2;5;0h0min;3h;4;2;5;4;4;4;-1;Präsenzzeit und Selbststudium gut unter einen Hut bringen + ausreichend freie Zeit nehmen.;4;3;1;3;3;18;5;54;2;9;3;5;5;22204;2;11;22;18;16;55;2;230;1;19;19;0;0;0.92;5
2733;TC332594;TA;1;7;17.01.2021 13:47;"gestern hatte ich eine echt starke Erkältung, deswegen habe ich nur eine Vorlesung geschafft.
- Statistik #4
- Statistik #5
- Text lesen und Fragen dazu beantworten";6;3;0h;4h;5;"14 Uhr - Text und Fragen
16 Uhr - Statistik #4
17 Uhr - Statistik #5";4;4;3;6;;;;;;;;;;;;;;;;;;;;;;3;60;;52;;10;2;5;2;;;;;;;;;134;0;11;11;0;0;0.94;4
2734;HA634253;TA;1;7;17.01.2021 13:49;Keine;6;1;0;0;1; ;1;1;1;6;1;1;1;1;1;1;-1;0;0;-1;-9;-9;1;-9;-9;-1;;-9;-9;2;6;3;11;3;20;2;7;2;5;3;21157;3;7;9;20;18;10;2;125;1;19;19;25;24;Jan 39;24
2736;LE844374;TA;1;7;17.01.2021 13:51;"Einführung EW: Definitionsregeln durchgehen, Anforderungen 3&4 bearbeiten 
Seminar: Text lesen & Fragen beantworten 


Entwicklungspsychologie: Text lesen 

";6;5;0;3-4h;6;"12-14:30 EW 

17-18:30 LLTP";6;6;5;6;;;;;;;;;;;;;;;;;;;;;;2;169;1;75;;9;;4;3;;;;;;;;;263;0;11;11;0;0;01. Apr;11
2737;YA272536;TA;1;7;17.01.2021 13:52;Wochenplan beenden;4;5;0;3;6;"1. uni beenden
2. freizeit";2;3;4;2;1;1;3;5;2;6;1;0;0;1;5;1;1;1;1;1;Nachholen!! ;2;2;2;4;3;42;;45;;13;2;6;3;18175;4;25;13;16;10;20;2;204;1;19;19;0;0;0.96;5
2740;FF171956;TA;1;7;17.01.2021 14:06;Hausaufgabe für ein Seminar erledigen und einen Seminarbezogenen Text lesen. ;6;2;0;2;2;;1;1;2;4;4;1;1;2;1;4;5;0;2h 30min;5;1;1;3;3;2;5;Für morgen gibt es keinen Vorsatz. ;1;2;1;3;3;40;4;21;3;9;2;29;12;17958;2;19;27;41;5;47;4;243;1;19;19;3;3;0.85;7
2743;VW467739;TA;1;7;17.01.2021 14:25;#NAME?;6;3;;;6;#NAME?;6;6;4;6;4;1;1;1;1;5;6;;;6;2;6;6;6;4;5;Alle drei Seminare teilnehmen.;4;1;1;3;2;18;;34;;35;;4;2;33940;4;16;16;23;12;38;2;206;1;19;19;13;13;01. Apr;9
2744;WR312764;TA;1;7;17.01.2021 14:25;Studie fertiglesen. Konzentriert arbeiten.;5;6;0h;3h;2;"Die Studie für das Kognitionsseminar morgen fertiglesen(ca 1,5h). 
 Weiter am Referat arbeiten.(mind. 1,5h)";3;3;5;5;4;1;1;3;1;4;4;0h4;4h;3;4;5;3;4;3;5;Nichts aufschieben.;3;3;1;4;4;52;8;160;14;10;2;5;12;23112;3;31;26;30;42;90;3;480;1;19;19;0;0;0.56;0
2745;VU521743;TA;1;7;17.01.2021 14:26;keine;6;1;0;0;6;"kein Zeitplan
";1;1;1;6;1;1;1;1;1;1;-1;0;0;-1;6;6;6;6;6;-1;;6;6;2;6;3;11;8;23;;13;5;56;1;11688;2;10;12;27;6;23;1;149;1;19;19;3;3;Jan 34;27
2749;GF886775;TA;1;7;17.01.2021 14:42;---;6;1;0h;0h;2;;1;1;1;1;1;1;1;1;1;1;-1;0h;0h;-1;1;1;1;6;1;-1;entwicklung;1;1;2;1;4;11;2;30;2;10;2;7;3;9889;2;9;20;25;21;26;3;177;1;19;19;3;3;01. Jan;12
2750;LQ366462;TA;1;7;17.01.2021 14:54;nix;6;1;0h;0h;1;kein Plan;6;6;6;6;1;1;3;4;2;5;-1;0h;0h;-1;6;6;6;6;3;6;wenigstens Entwicklungspsycho. schaffen;4;6;2;6;3;13;4;21;2;19;;9;3;7132;3;18;14;15;87;45;4;180;1;19;19;0;0;0.99;11
2751;ME637726;TA;1;7;17.01.2021 14:55;;6;1;0;0;1;;1;1;1;6;;;;;;;;;;;;;;;;;;;;;;3;12;3;11;2;5;3;5;5;;;;;;;;;49;0;11;11;18;17;Jan 32;32
2770;DZ883544;TA;2;8;18.01.2021 07:23;#NAME?;5;5;2h;4h;1;#NAME?;2;2;5;3;5;2;1;1;1;1;4;1h;3h 45 min;5;3;4;4;3;1;2;#NAME?;1;1;1;1;18;208;3;46;1;10;2;5;1;31218;2;11;26;45;6;41;1;249;1;19;19;0;0;01. Jan;16
2771;CU525786;TA;2;8;18.01.2021 07:31;Alle Vorlesungen schaffen und lernen ;5;5;5h ;2h;4;"Vorlesung 
Tutorium 
Seminar 
Lernen ";3;4;4;5;6;3;1;1;1;1;6;5h;3h;6;2;5;4;5;1;6;Lernen;5;5;1;6;5;28;4;39;6;12;3;3;3;31569;5;21;14;17;4;17;2;183;1;19;19;0;0;0.99;9
2773;BA355797;TA;2;8;18.01.2021 07:47;"Vorlesung Entw. Psycho.
Statistik 1+2 lernen
Entw. Psycho. Thema 4 lernen";4;5;1h 30min;3h;4;"8:15 Uhr- Vorlesung Entw. Psych.
13:00 Uhr - Statistik 1
15:00 Uhr - Statistik 2
17:00 Uhr - Entw. Psych. Thema 4";5;5;4;4;2;3;2;3;1;4;4;2h;15min;3;4;2;3;2;2;2;motivierter sein;3;5;1;5;11;88;;193;8;19;;7;2;46658;4;20;24;32;8;42;3;461;1;19;19;0;0;0.63;2
2775;XP544262;TA;2;8;18.01.2021 07:49;Cognition. text lesen, Trainingslehre lernen und Forschungsmethoden zuende durchlesen;4;5;1h 30min;6h ;5;"8:00 Yoga
8:30 Tanz vorbereiten
9:00 Paket + Forschungsmethoden
11:00 Frühstück und Text lesen 
13:00 Trainingslehre
15:00 Pause
16:00 Cognition
18:00 Food 
19:00 Work
";5;5;2;4;4;2;5;1;6;1;4;1h 30min;3;4;2;5;5;4;5;1;folge deinem herzen;4;3;1;3;2;52;;390;;8;;5;8;53927;34;16;18;23;14;42;39717;244;1;19;19;0;0;0.65;2
2777;LQ366462;TA;2;8;18.01.2021 07:54;Entwicklungspsycho und ESE machen;5;6;1h;6 bis 7h;4;synchron in Entwicklungspsycho sein un dann die Folien bearbeiten, danach die Module in ESE machen;4;5;6;5;5;5;1;2;1;2;6;2h;6h;5;4;5;5;5;4;6;Die Aufgabe für den Kurs bei Fr. Johannes machen und DeuDiDa KiLi ;5;6;1;6;3;57;2;94;3;12;2;8;3;29559;3;17;17;26;178;69;1;324;1;19;19;0;0;0.82;3
2778;SW218242;TA;2;8;18.01.2021 07:54;Texte lesen für Seminare und für Klausuren lernen;5;5;0h;5h;5;Genug Pausen machen, 14 Uhr mal für eine Stunde rausgehen und danach lernen;3;3;4;4;4;1;1;5;1;1;4;0h;4h;4;4;5;5;4;4;-1;Alle Vorlesungen zu bearbeiten und dann für die Klausur lernen 1h.;2;2;1;3;2;52;2;66;;12;2;7;2;35162;2;25;18;19;10;58;5;282;1;19;19;0;0;0.89;5
2779;EE558756;TA;2;8;18.01.2021 07:54;"Für Klausuren lernen 
Vorlesungen schauen ";5;5;4h;4h;5;"8:15-9:45 Entwpsy 
10:15-11:45 EW
12:30 EW abschreiben 
13:30 Entwpsy Zusammenfassung 
15:00 Forschungsmethoden 
17:00 Entwpsy ";5;5;4;6;4;6;1;1;1;1;6;5h;3h;5;1;5;5;5;5;-1;-;5;5;1;5;8;36;3;156;;6;;4;4;37229;16;10;19;33;5;69;2;371;1;19;19;0;0;0.81;4
2781;KV214531;TA;2;8;18.01.2021 07:57;"1. Wilkens: Vorbereitung
2. ErWi : 3. Vorlesung lernen: Karteikarten 
3. Grundbegriffe: Heute Seminar lernen und 1. Seminar ";4;6;3h;04. Mai;5;"Vormittags: 
- Wilkens
- E-Psycho: Fragen: ansehen

Nachmittags: 
- ErWi 3 lernen und Karteikarten schreiben
- GB 1 und heute lernen

";5;3;1;5;5;5;1;5;1;5;3;4h;2h;2;6;2;2;2;2;2;Kleinere Ziele;3;5;1;3;3;72;;107;;13;;6;4;42227;3;20;42;28;39;35;2;374;1;19;19;0;0;0.68;0
2782;KZ379721;TA;2;8;18.01.2021 07:58;"Lernzettel Lüders machen 
Aufgaben Johannes";5;4;4h;3h;4;"8:15-9:45 ->live Entwicklungspschologie
10:15-11:45 -> Tutorium
12:15-13:45 -> Seminar Wilkens
Pause
14:30-17:30 -> Lernzettel und Aufgaben Johannes";2;3;5;4;;;;;;;;;;;;;;;;;;;;;;2;39;;187;2;51;9;3;2;;;;;;;;;252;0;11;11;0;0;0.85;8
2789;DA554611;TA;2;8;18.01.2021 08:05;an allen 3 Vorlesungen teilnehmen;6;4;4h 30min;1h;6;"8-10 Entwicklungspsy
10-12 Tutorium STAT I
12-14 Grundbegriffe der EWi
14-15 Selbststudium";4;3;5;6;;;;;;;;;;;;;;;;;;;;;;7;40;;159;;12;4;7;3;;;;;;;;;232;0;11;11;0;0;0.61;0
2790;EL742586;TA;2;8;18.01.2021 08:07;"Fragerunde Entwicklungspsy.
Arbeitsgruppe
SpraWi vorbereitung
Sachen von Gestern";5;5;3-4h;4h;2;"Fragerunde Entwicklungspsy. (2h)
Arbeitsgruppe (1,30h)
Pause
Sachen von Gestern (ca.3h)
SpraWi vorbereitung (1h)";5;4;3;4;2;4;1;1;1;1;5;3h;3h;-1;4;4;6;6;4;-1;Mich nicht zu stressen, trotz des engen Zeitplans.;1;2;1;2;4;223;5;93;2;12;;7;3;47832;12;30;40;28;52;75;3;397;1;19;19;0;0;0.54;0
2792;AP844344;TA;2;8;18.01.2021 08:08;Vorlesungen und lernen am Navhmittag;5;3;4h;3h;5;"8-10 Vorlesung
10-12 Tutorium
3-6 lernen";5;5;4;5;2;5;1;5;1;4;4;"4 h
4 h";0h;2;6;4;5;4;5;4;Lernen und Vorlesungen;5;5;1;5;2;18;;31;;7;;4;3;50909;4;15;18;25;16;33;2;178;1;19;19;0;0;01. Jul;8
2793;AY454349;TA;2;8;18.01.2021 08:09;"lernziele umsetzten 
nicht ablenken lassen
produktiv arbeiten";5;4;3h;2h;2;"live konferenz (1h 30min ?)
seminar (1h 30min)
pause
lernen (2h)";4;2;3;4;2;3;1;4;1;1;5;2h 30min;2h;4;1;5;5;5;1;2;witer vorlesungen zusammenfassen, konzentriert arbeiten ;1;4;1;3;4;88;12;135;14;17;6;9;4;48006;16;16;54;75;37;39;5;509;1;19;19;0;0;0.43;0
2794;PA298545;TA;2;8;18.01.2021 08:10;Aufholen von Lerninhalten;4;3;0 min ;6 h;4;"2 h - Wiederholen
2h  - ""Experiment""
2h - Karteikarten schreiben";4;3;6;4;4;1;1;3;1;1;3;0 min;3 h;3;5;4;3;3;4;2;Mich mit einer Kommilitonin treffen und Stoff durchgehen ;4;4;1;4;21;164;5;233;3;8;3;4;4;43675;3;16;17;18;6;65;1;553;1;19;19;0;0;0.79;4
2796;FX545495;TA;2;8;18.01.2021 08:12;alle Vorlesungen und Seminare erfolgreich belegen und erarbeiten. Ggf Wiederholung für Klausur;6;4;3h;3h;5;Heute morgen Entwicklungspsychologie Fragerunde und Infos zur Klausur, danach Tutorium Statistik. Spazieren gehen oder Workout machen. Dann Vorlesung Allg. Sonderpädagogik bearbeiten ggf. für meine Ausarbeitung darin etwas schreiben, ergänzen. Wenn dann noch Zeit u Lust Wiederholung für Klausur Forschungsmethoden.;2;3;4;4;3;3;1;1;1;1;6;3h;4h;5;1;6;6;6;5;6;genauso weiter machen;6;5;1;6;3;50;;117;;6;2;5;4;40232;3;11;13;15;7;91;5;332;1;19;19;0;0;0.9;4
2797;LW441239;TA;2;8;18.01.2021 08:16;An allen Vorlesungen  teilnehmen und Zusammenfassung EP+ Vorlesung FM;5;6;5h30 - 6h00;1h30 - 2h00;6;"8.15-9.45 Vorlesung EP synchroner Teil
10.15-11.45 Vorlesung EP asynchroner Teil 
12.15-13.45 Latein
14.15-15.45 Philosophie
Pause!!!
18.00 Zusammenfassung EP (VL10) ";1;1;1;6;6;6;1;1;1;1;6;6h30;4h;6;1;6;6;6;1;6;Forschungsmethoden Zusammenfassung beenden!!!;3;2;1;4;3;93;15;289;;20;4;9;25;48612;13;38;62;32;28;117;3;716;1;19;19;0;0;0.39;0
2798;GR441237;TA;2;8;18.01.2021 08:19;keine;6;1;6h;0h;1;keinen;5;1;1;5;;;;;;;;;;;;;;;;;;;;;;4;18;22;41;2;13;;5;18;;;;;;;;;88;0;11;11;0;0;0.8;6
2799;EC159212;TA;2;8;18.01.2021 08:20;"-2 Vorlesungen Steinbrink
-1 Vorlesung Wilkens
-Text Wilkens bearbeiten
-Lüders Vorlesung";4;6;3h;5h;2;"8-12Uhr Live Vorlesungen und Text Wilkens bearbeiten
- ab 13.30Uhr den Rest";4;4;6;4;;;;;;;;;;;;;;;;;;;;;;2;51;;76;2;9;2;6;3;;;;;;;;;151;0;11;11;0;0;0.92;3
2800;KN387826;TA;2;8;18.01.2021 08:20;"Fragerunde Entwicklungspsychologie 2h
Vorlesung Statistik 1h
Lernen Statistik 2h
Arbeit 6h";6;5;3h;2h;5;"Fragerunde Entwicklungspsychologie 2h
Vorlesung Statistik 1h
Lernen Statistik 2h
Arbeit 6h";5;4;4;5;;;;;;;;;;;;;;;;;;;;;;10;6669;15;137;;14;;8;4;;;;;;;;;206;0;11;11;0;0;0.38;0
2801;XV615413;TA;2;8;18.01.2021 08:20;Vorlesung teilnehmen, lernen;6;6;1h 30min;5h 30min;6;"8:30-10:00 Präsenz Vorlesung
10:15-11:45 Vorlesung
12:15-13:45 Vorlesung
14:30-15:30 lernen
16:15-17:45 Vorlesung";5;6;2;5;4;4;1;1;1;1;6;1h 30min;6h;6;1;6;5;6;5;6;lernen;3;3;1;5;3;19;2;111;;12;;7;3;31549;2;12;44;22;5;133;2;377;1;19;19;0;0;0.92;6
2802;EK319924;TA;2;8;18.01.2021 08:21;Ausarbeitung weiterer Inhalte;6;4;1h;2h;6;Ab circa 13uhr Ausarbeitung prüfungsrelevanter Inhalte;6;6;1;6;6;5;1;3;1;1;6;1h;3h;6;2;6;6;6;5;6;Weitere Ausarbeitung ;6;6;1;6;2;15;;38;;7;;3;3;44432;3;11;14;28;26;27;3;180;1;19;19;0;0;Jan 14;12
2805;MD787544;TA;2;8;18.01.2021 08:33;Vorlesung, Lernen, EW Forschungsmethoden;6;5;4h;4h;6;"8-10 Vorlesung
10-12 EW Forschungsmethoden
13-14 Vorlesung Entwicklungspsy
14-16 Seminar
16:30-17:30 lernen";6;6;4;6;6;5;1;3;1;1;6;4;5;5;1;6;5;6;6;6;Mehr bewegen ;5;6;1;5;3;49;3;155;;12;;8;13;51660;3;30;10;16;5;25;3;335;1;19;19;0;0;0.85;6
2806;RA581334;TA;2;8;18.01.2021 08:39;Montag ist frei aufgrund der Arbeit;6;1;0h;0h;6;12-20 Arbeiten;1;1;1;6;;;;;;;;;;;;;;;;;;;;;;3;35;2;21;;9;1;6;2;;;;;;;;;79;0;11;11;0;0;01. Mrz;18
2808;YA272536;TA;2;8;18.01.2021 08:43;nachholen!;3;6;2h;5h;4;"9 - 2.2
11 - 3.3
13 - 1.3
15 - 2.3
16 - Kognition
18 - 3.4
";4;4;6;5;4;3;3;5;2;5;3;2h;3h;2;5;5;4;3;3;3;Nachholen (was ich heute nicht geschafft habe);3;2;1;3;3;17;;408;2;61;2;4;3;36166;2;16;15;34;22;47;1;227;1;19;19;0;0;0.95;8
2809;CF824211;TA;2;8;18.01.2021 08:43;Präsenzstudium Entwicklungspsychologie, juristischer Arbeiten ;4;4;2;1;4;konzentrierter werden ;4;4;5;4;4;4;1;4;1;3;4;2;30min;5;4;4;4;4;4;4;;4;4;1;5;5;27;2;17;1;3;2;3;1;30325;5;10;10;6;3;13;2;110;1;19;19;3;3;Jan 78;42
2810;AT973973;TA;2;8;18.01.2021 08:54;Vorlesungen, Lernzettel schreiben, lernen;4;5;3h;4h;4;"8:15 Uhr infotreffen 
10:15 Uhr Tutorium 
13 Uhr Vorlesungen 
15 Uhr lernzettel
18 Uhr lernen";4;4;5;4;3;2;1;1;3;1;6;2h;7h;4;1;5;5;6;4;6;Alle morgen anstehenden Vorlesungen zu machen und zu lernen.;5;5;1;6;16;26;;88;2;9;2;5;4;39348;19;19;63;46;33;52;2;370;1;19;19;0;0;0.66;1
2811;ZV438183;TA;2;8;18.01.2021 08:55;"Entwicklungsps. d. Kindheit anschauen, für Klausur zsm. fassen
Grundbegriffe der EW Seminar
Statistikarbeitsblatt, Tutorium";5;6;3 h;4 h;4;"8.15 Info Klausur Entwicklunsps. d. Kindheit
10.15 Grundbegriffe Seminar
14 Statistik Übungsblatt
16 Tutorium
19 Entwicklungspsy. d. Kindheit";6;6;4;5;5;4;1;1;1;1;4;3;4;4;1;5;5;5;6;4;Vorlesungen anschauen, Text lesen;1;1;1;1;5;64;8;141;1;10;;5;9;42814;3;21;11;18;6;41;2;345;1;19;19;0;0;0.86;6
2816;FL283383;TA;2;8;18.01.2021 09:08;#NAME?;6;5;2h 30min;4h;5;"-8:00 Uhr Entwicklungspsychologie live
-10:00 Uhr Weiterbildung live
-12:00 Uhr Entwicklungspsychologie Video/lernen
-14:00 Sonderpädagogik
-16:00 Diagnostik und Intervention
";5;4;4;6;5;5;1;1;1;1;5;2h 30min;4h;5;2;5;5;5;4;6;Motiviert arbeiten.;4;4;1;5;2;69;6;123;;8;;6;2;27088;2;11;30;22;10;26;1;318;1;19;19;0;0;1;11
2821;VR815563;TA;2;8;18.01.2021 09:21;#NAME?;4;3;2h 15 min;3h;5;"1. Kognition Text lesen
2. SoWi-Probeklausur
3. Forschungsmethoden anschauen
4. Kognition Seminar";4;4;4;4;5;4;1;1;2;1;6;2h 15 min;4h;6;2;4;5;5;5;-1;;5;5;1;5;3;59;10;69;;12;2;4;6;31559;3;12;44;19;8;19;2;272;1;19;19;3;3;0.85;3
2822;PK497634;TA;2;8;18.01.2021 09:25;Vorlesung Bauer, Lernen Seminar, Lernplan erstellen für Klausuren ;5;5;2h 30 Min;2h;5;11 Uhr-12 Uhr lernen, 13 Uhr Vorlesung und ab 18 Uhr nochmal lernen;4;4;6;4;5;3;1;1;1;1;5;2h;3h;2;1;5;5;5;2;4;Vormittag gut und konzentriert überstehen, ab 16 Uhr konzentriert 2h lernen;5;5;1;6;2;25;1;51;;7;1;3;2;31548;3;13;29;36;30;49;2;254;1;19;19;0;0;01. Dez;13
